loan_id,customer_id,account_id,loan_amount,interest_rate,term_months,status
630,3314,12099,548383.12,5.68,60,Default
631,1043,4829,893963.17,3.5,48,Closed
632,2831,1860,21735.69,6.79,60,Active
633,5670,2866,392166.77,11.57,36,Active
634,9395,2473,262791.65,3.19,24,Active
635,7292,12119,553788.5,7.38,48,Default
636,8365,10915,740327.22,8.06,24,Default
637,1104,2412,686011.14,7.84,60,Active
638,2256,957,417675.58,13.99,60,Closed
639,7394,501,309933.53,11.66,48,Active
640,681,3283,338944.53,3.51,48,Active
641,8843,6272,624355.88,6.99,12,Default
642,6721,7887,775597.62,5.06,36,Default
643,2304,13462,264797.65,4.46,48,Closed
644,5388,11208,246870.16,4.22,60,Active
645,7959,9532,396323.41,4.04,60,Default
646,6795,4224,300271.48,10.34,12,Active
647,1764,10995,812079.75,11.83,48,Active
648,135,12579,797757.98,5.84,48,Active
649,8651,7263,182093.34,8.49,60,Active
650,1186,471,33529.92,3.44,48,Default
651,9022,12968,578341.71,9.21,24,Active
652,7482,7992,153345.23,4.15,60,Default
653,5655,10886,517208.41,3.79,36,Closed
654,3465,13067,769239.22,8.82,12,Closed
655,2901,1405,841398.99,10.55,12,Default
656,4692,4412,985210.77,9.85,48,Default
657,6450,4234,308739.05,14.42,36,Active
658,2070,13350,633473.34,4.67,12,Active
659,8816,3835,335991.81,10.27,60,Closed
660,3559,266,890774.72,13.03,60,Active
661,6917,1931,850186.75,4.61,24,Closed
662,7058,14777,862164.66,9.82,60,Default
663,9980,8295,894822.56,6.39,48,Active
664,9175,743,560299.02,13.4,48,Active
665,1926,7414,87643.16,5.37,12,Default
666,3263,2887,615006.79,7.65,24,Closed
667,4967,5280,77198.4,7.0,48,Default
668,8779,7839,43231.26,8.8,24,Default
669,3198,20,397287.71,11.24,60,Default
670,8470,1959,50494.45,14.03,48,Active
671,8510,660,932418.66,7.28,48,Closed
672,4529,11590,53360.23,11.25,24,Closed
673,826,7062,529422.57,13.52,48,Closed
674,6078,2223,162315.33,7.99,36,Closed
675,877,4078,775982.39,4.9,36,Default
676,9552,5599,549913.86,13.95,24,Closed
677,9479,8171,429093.71,3.56,24,Closed
678,5876,4802,696062.65,9.46,60,Active
679,9168,12356,743832.92,5.14,12,Default
680,6061,7463,319462.73,14.97,60,Closed
681,6323,2567,725433.41,6.85,24,Active
682,5795,12249,704524.78,3.34,36,Closed
683,1394,6251,526785.53,3.69,24,Default
684,7576,6629,207573.16,7.4,12,Active
685,7469,3388,377293.79,10.34,36,Closed
686,710,7920,481483.49,10.92,48,Active
687,6421,10292,725635.33,6.93,12,Active
688,9276,5896,388354.81,13.24,36,Closed
689,5157,13337,267967.08,9.35,24,Active
690,2145,10826,98543.1,14.29,24,Default
691,2228,9979,897019.01,12.75,60,Closed
692,2323,1292,602915.39,6.67,24,Active
693,2144,1624,472830.35,3.89,24,Closed
694,4857,703,433351.41,14.14,60,Default
695,7054,8012,756541.98,14.51,24,Default
696,4830,3678,318423.34,4.11,60,Default
697,8764,14109,456729.84,4.56,60,Default
698,7074,7905,877260.04,4.34,24,Active
699,8292,4568,612654.73,11.45,12,Default
700,8191,2019,483241.16,12.51,48,Closed
701,2111,864,526792.04,9.66,36,Closed
702,8260,2187,466755.14,7.1,48,Active
703,4550,14730,36051.47,9.34,48,Default
704,4124,14810,560479.84,12.92,24,Closed
705,9493,7407,646375.37,12.46,36,Active
706,1446,35,25405.04,14.11,24,Active
707,6848,141,637267.29,5.85,60,Default
708,5100,12329,93640.92,4.5,36,Active
709,1143,10084,880224.25,8.18,24,Default
710,4160,9963,960827.23,5.32,60,Closed
711,6055,5192,422970.93,6.94,24,Closed
712,5266,944,693517.9,14.45,48,Default
713,7500,524,273448.31,13.6,60,Closed
714,419,457,308601.67,13.21,48,Active
715,913,14570,239014.93,10.44,60,Active
716,9150,6758,963843.44,4.14,24,Closed
717,2188,24,660087.87,11.79,24,Closed
718,4920,788,735122.85,4.31,12,Closed
719,1794,9447,586581.77,9.63,60,Default
720,9331,11048,293750.16,7.35,60,Default
721,6327,10006,461485.53,4.1,48,Closed
722,3067,14952,470633.28,4.79,12,Default
723,3584,4050,827304.8,10.1,24,Closed
724,3105,5241,690816.15,6.1,24,Default
725,4420,7029,556769.18,10.17,60,Closed
726,457,14361,166677.66,7.47,12,Closed
727,7437,5652,174633.11,11.57,48,Default
728,7240,13871,767511.97,11.47,12,Active
729,9764,3565,700240.36,9.4,60,Active
730,258,13856,703275.48,12.49,24,Closed
731,5790,5561,754237.28,14.74,24,Default
732,9429,1318,470875.08,4.6,24,Closed
733,2079,3120,214890.54,13.86,24,Active
734,700,5452,686395.13,6.12,24,Closed
735,7847,3462,474225.85,5.34,60,Active
736,7620,12880,128909.18,12.68,36,Closed
737,1039,14472,810496.19,9.63,48,Closed
738,3463,3483,832890.18,9.49,24,Default
739,624,9041,748449.57,11.07,48,Default
740,2972,10424,732746.19,6.73,36,Default
741,8215,12807,201966.38,12.75,24,Active
742,9511,7175,900163.03,4.79,36,Active
743,6893,10057,472013.86,3.81,60,Active
744,9751,43,567243.08,3.34,48,Active
745,917,3237,352902.79,12.19,48,Active
746,7163,411,778547.58,8.18,24,Active
747,2124,4577,909713.59,10.0,36,Active
748,8033,8915,743596.54,9.69,48,Default
749,2020,2514,677136.7,13.61,48,Closed
750,7372,6437,74530.45,5.47,60,Default
751,6952,10579,673500.79,12.89,60,Active
752,7228,6908,362165.8,10.47,60,Default
753,7306,5436,876338.11,12.26,24,Active
754,761,1706,586639.92,8.73,24,Default
755,2225,11106,421567.82,10.18,24,Active
756,8991,1950,553808.16,13.11,36,Closed
757,7179,7125,898768.38,11.12,12,Active
758,4841,12068,604833.4,12.67,60,Default
759,570,6971,649750.41,8.75,12,Active
760,4145,3219,901997.36,6.19,36,Closed
761,3287,10241,524247.16,11.44,24,Closed
762,8241,6675,328486.5,7.74,60,Default
763,8489,13701,519895.26,9.48,48,Default
764,3585,3596,250399.69,8.17,48,Closed
765,9231,8693,130091.95,4.05,60,Default
766,2267,5867,941075.32,10.0,12,Closed
767,9918,115,477175.35,10.04,48,Active
768,21,1276,172706.22,10.15,24,Default
769,2125,2697,773121.83,3.19,48,Default
770,7925,6820,774654.35,5.41,12,Default
771,356,8694,759003.02,12.32,48,Default
772,2175,13437,74103.36,6.86,36,Active
773,6473,10540,127131.32,4.8,60,Default
774,8359,5380,778537.25,14.62,12,Default
775,7398,11591,315694.23,10.26,24,Closed
776,8414,1573,711152.84,6.04,12,Closed
777,2564,9257,804281.68,7.29,24,Closed
778,1625,13870,224030.71,7.96,36,Active
779,4668,2367,967953.42,9.19,36,Default
780,5858,12277,297804.41,9.12,60,Default
781,1958,12232,167146.97,4.03,12,Closed
782,5760,6824,99847.95,14.91,48,Closed
783,3070,7269,605420.63,7.5,60,Default
784,9692,4867,570042.13,6.31,60,Default
785,7540,2125,670528.29,9.38,36,Default
786,4751,5126,657166.52,10.41,24,Active
787,4217,1244,766790.74,8.19,36,Default
788,8617,10151,897880.35,10.9,36,Default
789,9174,2833,399980.68,10.13,60,Closed
790,6211,2717,244146.45,4.13,36,Default
791,7157,4232,500167.73,10.45,36,Closed
792,8294,13041,584769.4,11.58,12,Closed
793,4109,3097,83111.81,5.03,24,Closed
794,8725,13341,42030.49,4.18,36,Closed
795,2356,6682,417162.91,12.38,60,Default
796,9426,6458,773229.91,5.84,48,Closed
797,5055,4928,558144.95,14.73,60,Active
798,5648,617,204464.54,7.88,24,Default
799,1139,941,809357.28,11.56,36,Default
800,9596,10777,790766.55,13.59,24,Closed
801,11,6902,362884.19,7.33,48,Closed
802,5663,8818,306636.62,8.39,36,Active
803,1400,1809,64250.37,5.23,36,Closed
804,3460,1784,276918.5,5.45,24,Active
805,1510,5340,423095.35,13.32,12,Default
806,9796,3544,153782.27,9.59,48,Closed
807,3468,9607,431704.05,10.23,48,Active
808,4284,6233,56628.27,7.79,24,Active
809,4057,14841,41677.32,13.65,24,Closed
810,9487,13887,210812.66,11.97,36,Default
811,195,3117,696433.35,11.24,24,Closed
812,8058,5356,540781.38,11.38,60,Active
813,8967,9883,528856.06,5.27,24,Active
814,5395,2387,888469.59,7.86,60,Active
815,4510,11907,575806.76,8.43,60,Default
816,9453,1090,463589.07,5.65,24,Active
817,7139,2837,910003.94,9.59,48,Closed
818,6392,9737,222767.47,11.66,48,Closed
819,9109,3381,711155.63,3.24,24,Default
820,3778,1821,162382.44,3.54,36,Active
821,4996,8727,498518.6,14.78,24,Closed
822,2435,8617,543686.11,8.66,12,Default
823,5553,1835,453105.37,12.31,12,Active
824,1154,14202,31594.95,10.7,48,Active
825,4950,4718,393804.65,12.44,12,Closed
826,5517,14989,977153.86,14.81,12,Default
827,1717,6584,924906.72,4.31,48,Default
828,9188,4925,662170.93,8.64,24,Active
829,1553,13777,840177.05,14.91,48,Active
830,3313,8663,556579.45,4.57,60,Active
831,7602,3207,863802.2,14.52,60,Active
832,1155,2886,380810.45,8.99,24,Active
833,9248,9509,649317.1,5.53,12,Active
834,443,13951,110920.92,11.53,60,Default
835,5715,12909,240578.39,5.22,12,Default
836,5357,7535,12264.05,3.42,36,Active
837,3556,2140,178427.64,11.09,36,Active
838,2088,3169,828077.24,7.95,60,Default
839,3112,6539,442742.4,10.66,60,Active
840,6811,10563,647483.1,9.17,12,Default
841,6899,5693,782103.11,7.02,48,Active
842,3750,13743,983889.44,11.91,60,Default
843,933,9515,859822.7,14.12,24,Closed
844,3105,244,218389.19,11.8,60,Default
845,702,1604,778154.16,9.4,24,Default
846,6956,13670,821889.35,7.69,24,Closed
847,611,4544,915407.08,4.1,12,Active
848,9983,11800,94405.57,4.41,48,Closed
849,2572,4720,284994.47,13.37,24,Closed
850,6979,12325,661456.97,11.73,48,Active
851,2245,8563,704647.71,7.25,12,Active
852,5180,9152,475944.7,8.31,60,Default
853,1020,14644,661329.25,13.62,24,Active
854,5050,7949,918653.71,5.81,36,Default
855,2730,3667,557397.97,13.37,48,Default
856,9864,12033,918942.42,7.53,36,Default
857,8013,13672,41591.22,5.86,48,Active
858,9631,2468,404866.38,6.9,24,Default
859,193,14340,921381.73,8.39,36,Closed
860,4117,5511,349645.21,3.58,60,Default
861,7030,6000,721401.84,3.41,12,Default
862,1532,11850,82100.53,7.13,48,Active
863,8283,11145,701529.58,5.42,48,Default
864,4334,8342,790102.07,5.56,48,Default
865,1551,10223,927775.64,3.68,60,Active
866,1902,12556,413890.56,6.57,12,Active
867,4280,8999,245650.31,6.41,12,Closed
868,9767,12650,865488.48,9.73,12,Active
869,5192,11314,586546.15,11.81,12,Closed
870,2115,666,82110.41,9.91,36,Active
871,2410,5169,198359.13,8.67,24,Closed
872,9502,2611,231808.42,6.79,36,Default
873,143,12216,88621.06,8.16,24,Default
874,5312,13306,533201.89,4.61,36,Active
875,2568,11353,391056.26,12.88,24,Default
876,1035,7424,297391.29,6.93,12,Active
877,5445,3135,775594.55,11.61,36,Active
878,385,5151,73199.56,14.14,60,Default
879,6371,2958,328681.87,13.91,24,Default
880,815,14628,254641.29,6.29,48,Closed
881,2512,1485,852080.01,4.74,48,Closed
882,8262,9298,647763.39,12.81,60,Active
883,6352,13401,623976.0,14.73,24,Active
884,4891,12750,550230.28,9.87,48,Default
885,1525,4630,774350.81,11.23,24,Active
886,4305,4405,838243.84,4.24,12,Closed
887,5583,4934,501041.61,6.48,12,Default
888,6633,3347,250315.0,3.54,24,Closed
889,2235,8504,965791.38,14.12,24,Closed
890,8012,8175,464525.58,8.07,60,Default
891,7445,533,513946.23,11.41,60,Active
892,4082,14790,574445.51,9.72,48,Active
893,220,3293,741655.11,3.43,12,Default
894,4497,895,621793.61,7.62,24,Active
895,2218,4575,612265.37,5.73,36,Active
896,3672,11821,110303.71,13.98,60,Default
897,4596,9089,559362.89,7.91,48,Default
898,308,11583,332590.04,5.12,60,Default
899,4867,356,692159.49,12.24,12,Default
900,1823,13518,809151.59,4.53,60,Closed
901,9423,13155,524519.42,6.94,60,Active
902,9285,5879,676545.95,5.59,12,Active
903,1796,4801,428545.6,6.62,24,Active
904,1685,4405,123207.79,5.65,36,Active
905,4974,3321,676669.23,6.9,24,Default
906,9743,11687,223884.45,14.95,48,Active
907,7387,856,695955.01,7.58,24,Default
908,2670,1949,294629.44,7.58,24,Closed
909,6871,13172,921174.61,4.83,48,Active
910,9739,7061,978062.27,9.96,48,Closed
911,6661,2576,970442.16,7.34,12,Active
912,84,21,574914.36,8.9,24,Active
913,8807,13529,539732.05,14.12,48,Default
914,1829,4603,813459.66,8.19,12,Closed
915,337,1084,592754.91,4.22,36,Active
916,6344,10440,840871.14,6.26,24,Default
917,2355,944,254595.75,5.74,24,Active
918,8080,9188,793460.2,12.58,24,Default
919,9862,14551,756709.48,5.77,48,Default
920,3891,8255,872088.94,11.64,36,Closed
921,8488,151,48427.57,11.16,24,Active
922,1332,3824,852653.25,14.28,48,Closed
923,4322,12873,236717.17,14.74,12,Default
924,9506,10657,778071.42,10.42,24,Active
925,5100,10482,150133.86,13.08,60,Closed
926,4146,14966,641012.52,5.96,12,Default
927,7672,2847,514117.85,14.17,48,Active
928,2004,1839,310530.78,3.09,24,Default
929,5446,10592,894102.22,10.87,24,Closed
930,6729,518,581595.21,9.33,12,Default
931,3868,4090,10080.39,11.61,60,Closed
932,6708,8184,53204.0,6.59,60,Active
933,5747,6635,905401.22,5.92,24,Active
934,2753,13371,697807.4,8.25,24,Default
935,4191,14122,850171.24,14.72,48,Default
936,2327,9726,415283.64,8.47,36,Active
937,3300,6566,68418.82,11.54,36,Default
938,6618,671,981185.2,5.9,36,Active
939,2670,8703,135273.82,11.24,48,Active
940,562,6337,52938.3,7.21,60,Closed
941,6245,9559,280937.94,3.73,24,Default
942,8814,14514,389673.13,5.21,48,Active
943,9404,450,305414.58,8.28,60,Active
944,7942,13857,732441.01,13.58,36,Active
945,8664,11509,631642.1,14.17,48,Default
946,2540,964,597245.86,3.8,12,Active
947,779,3683,104442.91,14.83,48,Default
948,2811,10007,140222.5,6.89,60,Default
949,7009,10964,460323.42,5.57,36,Active
950,6062,1165,361206.11,11.31,12,Active
951,1579,8649,922144.59,14.35,12,Default
952,4166,3604,786134.5,9.81,36,Closed
953,9955,1320,790077.28,5.13,36,Active
954,2776,7611,878187.61,4.72,12,Active
955,7483,10507,621437.83,13.01,48,Closed
956,9895,8908,522241.92,14.69,36,Active
957,3574,4193,546449.23,11.3,60,Default
958,4310,13613,721909.53,10.32,48,Default
959,4915,8424,108459.69,7.02,60,Closed
960,7065,322,635972.27,3.16,36,Active
961,8570,12643,288243.22,11.86,12,Active
962,9322,13135,246047.88,10.82,24,Active
963,6490,8522,325272.88,8.6,60,Closed
964,8724,2939,678221.61,6.43,60,Active
965,7658,6062,413181.35,8.33,48,Closed
966,6822,4583,913641.56,8.13,24,Closed
967,2827,13221,349660.33,4.87,36,Default
968,4416,8024,893420.27,11.0,12,Closed
969,3537,13664,400250.25,11.31,24,Active
970,9477,6211,139896.84,14.17,12,Active
971,2762,13703,976774.82,4.88,24,Active
972,5128,12741,635594.1,4.83,48,Closed
973,3767,8332,246592.71,14.98,36,Closed
974,5013,10131,891024.55,10.23,60,Default
975,9013,5589,472738.81,11.49,60,Closed
976,7442,13203,876791.41,13.68,48,Active
977,4107,3725,818543.67,8.86,48,Closed
978,710,2738,887184.94,8.97,60,Default
979,3033,11693,887580.15,8.59,12,Default
980,3305,9854,533611.15,7.63,60,Closed
981,1028,1286,710383.19,10.48,36,Default
982,7799,11132,672407.44,11.49,24,Active
983,7926,5012,915379.73,14.34,12,Closed
984,9951,4985,178760.87,5.02,36,Closed
985,1547,9501,154124.98,10.2,48,Closed
986,4124,13243,943492.76,9.43,60,Default
987,2344,8612,796988.5,13.18,48,Closed
988,5078,4828,604036.04,11.5,36,Active
989,3226,5533,154810.63,7.08,12,Closed
990,8476,4043,274885.94,11.67,24,Active
991,9800,7628,955308.33,7.26,36,Default
992,6688,4893,220248.58,8.31,24,Default
993,2804,14516,627085.36,5.19,12,Default
994,9272,4232,56529.84,13.99,24,Closed
995,9603,14533,730234.11,12.99,36,Closed
996,5333,6471,636516.11,12.08,36,Default
997,5606,4584,85608.79,12.43,36,Default
998,8254,5989,67099.35,6.37,48,Closed
999,9559,8899,604168.24,11.04,60,Active
1000,3046,10694,646085.41,8.34,48,Closed
1001,5206,8565,511564.4,5.11,48,Default
1002,5181,10366,395904.12,6.4,24,Closed
1003,7455,12676,533624.74,9.35,24,Active
1004,4387,13352,505468.99,4.61,24,Active
1005,9010,11070,353283.87,9.06,48,Default
1006,3776,3501,717913.12,15.0,48,Active
1007,9579,14439,965070.2,8.22,48,Active
1008,5692,5755,674994.57,8.93,12,Default
1009,7498,11599,238223.51,4.12,12,Closed
1010,4450,1773,108084.24,9.31,60,Closed
1011,4469,1525,413175.77,10.68,48,Active
1012,2950,11764,676672.64,13.62,60,Closed
1013,6728,14722,51385.36,7.62,36,Default
1014,9196,6909,345181.84,10.53,24,Closed
1015,1612,318,583558.54,6.1,60,Default
1016,1347,348,556576.76,13.59,60,Default
1017,4535,12599,999100.73,3.74,24,Active
1018,2594,9412,359048.93,11.01,48,Default
1019,7304,6689,451550.95,3.94,24,Default
1020,9212,10412,513740.27,9.78,48,Closed
1021,4199,14723,623145.77,3.25,48,Active
1022,1771,2895,549917.6,6.06,12,Closed
1023,5275,13259,169801.44,7.99,12,Closed
1024,3009,2852,13400.33,9.76,12,Default
1025,2012,9250,360898.37,6.6,48,Closed
1026,6073,6986,548785.82,4.7,24,Closed
1027,5414,6927,878882.85,9.74,12,Default
1028,4310,95,275220.97,14.92,24,Active
1029,9825,485,860970.24,13.46,60,Closed
1030,4532,3059,96612.58,10.64,36,Default
1031,642,440,979337.31,4.26,48,Active
1032,484,2769,478626.28,8.13,36,Active
1033,7110,14747,619205.23,8.9,48,Active
1034,5488,14642,22274.31,4.23,24,Default
1035,1103,9768,165995.78,7.69,48,Closed
1036,4817,1215,677519.77,4.98,12,Default
1037,296,9147,481414.54,8.05,12,Default
1038,445,5902,406653.06,14.24,36,Active
1039,2102,14351,981283.89,14.53,60,Active
1040,8236,5224,337634.19,11.33,12,Default
1041,6357,4326,665156.3,4.99,60,Default
1042,9248,3578,216057.69,3.09,36,Active
1043,1752,14336,815146.3,10.25,12,Closed
1044,110,10794,90169.73,7.85,48,Closed
1045,4482,1329,115028.08,3.73,12,Default
1046,4135,3607,81988.92,13.11,48,Default
1047,2109,6692,161379.38,8.0,36,Default
1048,3040,3583,936228.03,5.21,48,Active
1049,8826,2629,692899.14,11.12,12,Closed
1050,2485,8451,146863.95,11.56,36,Default
1051,3591,4499,207287.74,10.13,48,Default
1052,7853,2284,591949.91,13.11,12,Active
1053,5869,4697,842819.54,9.14,60,Active
1054,246,8943,584494.07,4.09,12,Default
1055,4209,12334,68152.48,8.39,36,Active
1056,6337,12933,352912.28,6.08,48,Default
1057,9120,13301,524196.63,8.75,48,Active
1058,7644,12439,275518.28,5.01,24,Active
1059,631,12393,246200.82,10.43,48,Closed
1060,5669,11796,946155.69,10.78,36,Closed
1061,2166,6037,963405.12,11.41,60,Default
1062,8947,7797,310974.94,11.97,12,Default
1063,7985,12203,473393.5,5.32,36,Default
1064,663,10184,335641.05,4.37,24,Closed
1065,4247,9882,331655.03,10.81,12,Active
1066,5347,6865,859527.59,4.14,48,Active
1067,9155,6212,32764.63,13.11,60,Default
1068,1826,12387,482747.58,9.86,60,Closed
1069,4543,11170,758464.83,12.13,48,Active
1070,2184,9495,968598.5,13.57,60,Active
1071,1917,717,350508.98,3.43,24,Closed
1072,5327,8025,303525.09,10.01,48,Active
1073,5956,6413,741466.76,6.41,12,Closed
1074,6593,10814,477967.51,14.29,60,Closed
1075,3413,7878,35535.07,13.14,12,Default
1076,1877,5406,11075.15,3.64,48,Closed
1077,4489,9982,260004.24,7.53,12,Closed
1078,3858,7083,981302.47,14.92,48,Active
1079,3148,1723,132073.53,3.81,12,Default
1080,4367,1979,256437.32,4.47,12,Closed
1081,6861,281,108463.72,13.39,36,Default
1082,2421,4217,150589.63,13.31,24,Default
1083,2160,4778,514414.74,6.78,36,Default
1084,3553,13725,842800.1,5.57,60,Active
1085,9563,13674,296099.04,6.11,60,Active
1086,5913,7814,730490.19,5.32,60,Closed
1087,8822,8707,785821.19,10.43,60,Default
1088,362,13838,449933.38,9.42,48,Closed
1089,3296,5121,394101.19,7.46,12,Closed
1090,5578,10081,957502.53,5.47,12,Default
1091,4407,3375,945668.12,13.31,36,Closed
1092,3009,10436,789925.87,5.5,48,Active
1093,4904,856,923818.16,14.36,24,Active
1094,2971,5361,215551.82,8.67,12,Closed
1095,305,5234,293303.04,14.52,12,Active
1096,7806,6025,160656.94,14.52,36,Closed
1097,1111,13951,531270.1,12.97,36,Closed
1098,1295,6665,400512.32,9.04,48,Closed
1099,2297,12980,520804.41,12.9,12,Active
1100,5431,3072,196877.81,4.06,36,Closed
1101,9308,10068,660061.82,11.56,36,Active
1102,5898,12054,352217.21,13.86,48,Active
1103,5083,2025,804146.29,10.41,24,Closed
1104,4636,7664,662507.17,3.64,24,Default
1105,4032,11387,901817.04,13.31,24,Default
1106,3974,13739,246937.81,8.97,24,Closed
1107,5985,5278,19745.06,8.43,36,Active
1108,8984,2784,970872.48,8.68,36,Closed
1109,2123,4546,914936.33,10.6,60,Closed
1110,7654,1701,575931.53,12.76,60,Closed
1111,4457,6585,978805.14,9.63,48,Active
1112,4680,457,893646.62,4.51,24,Closed
1113,5938,2594,838847.78,9.34,24,Default
1114,6729,1688,459086.13,9.07,60,Default
1115,3658,9252,157194.8,8.79,24,Active
1116,3317,6717,266597.99,9.34,12,Closed
1117,7530,5723,772639.89,5.43,48,Active
1118,4362,6753,897155.04,8.07,12,Active
1119,1749,6166,616825.75,11.47,48,Active
1120,6396,2556,942664.5,12.32,24,Closed
1121,1209,14676,409551.81,9.05,24,Default
1122,2245,5030,164881.08,4.49,24,Default
1123,1945,5100,857744.14,3.13,24,Closed
1124,9603,6466,273040.62,11.53,24,Active
1125,1709,5326,524990.74,4.33,48,Closed
1126,7757,12700,708808.84,7.27,12,Closed
1127,2726,8508,303388.91,10.71,48,Active
1128,2613,13018,426610.93,13.27,60,Active
1129,2736,12317,132719.82,4.16,60,Default
1130,3998,3551,750737.76,7.66,60,Closed
1131,9295,11811,212960.95,12.2,12,Closed
1132,4626,10780,490955.71,6.67,12,Active
1133,5556,10155,825667.41,13.52,24,Default
1134,8513,10474,621213.91,14.28,12,Closed
1135,4525,11896,295293.32,12.98,48,Closed
1136,3987,14685,803765.9,9.44,60,Closed
1137,8858,14592,817299.14,6.67,48,Active
1138,921,5010,727372.07,7.85,24,Default
1139,8668,4979,983962.29,14.6,24,Closed
1140,7674,12644,445936.63,3.5,24,Closed
1141,8155,241,963467.19,5.76,24,Default
1142,4289,6898,188564.08,9.03,24,Closed
1143,7744,10204,433692.07,6.01,60,Active
1144,2958,12684,363374.73,6.22,12,Closed
1145,1220,7940,777129.75,8.0,24,Default
1146,4802,14515,964081.11,5.18,12,Active
1147,9677,1188,789139.37,8.53,60,Closed
1148,161,4800,771006.26,13.24,12,Closed
1149,7682,14571,717376.91,8.99,36,Default
1150,2968,1050,951799.76,9.53,48,Active
1151,7612,8902,856499.1,6.97,48,Default
1152,1057,8369,348181.06,9.29,48,Active
1153,3712,9167,646796.52,10.97,60,Closed
1154,930,4163,809540.87,7.31,60,Default
1155,2329,10594,780647.93,5.09,60,Closed
1156,8617,9229,647812.34,11.92,60,Active
1157,2935,12945,640496.11,8.46,36,Closed
1158,5228,4488,840144.1,7.96,48,Active
1159,7186,14061,421114.23,4.15,12,Active
1160,2321,13626,66778.69,3.27,60,Default
1161,613,3168,839146.36,9.69,48,Active
1162,9696,2764,114757.62,11.17,12,Closed
1163,5860,14400,337299.08,12.43,36,Closed
1164,6379,5676,108432.08,6.36,48,Closed
1165,6592,6897,512900.0,3.67,60,Closed
1166,4236,13264,766827.36,12.92,48,Default
1167,2475,1585,164875.78,8.82,24,Default
1168,7101,2729,306513.07,8.65,24,Closed
1169,4199,12958,187902.81,5.94,48,Closed
1170,3173,10567,252390.25,14.76,36,Closed
1171,2475,14162,521113.1,5.67,36,Default
1172,1630,5782,134170.7,5.78,24,Closed
1173,3672,11013,931180.95,11.49,36,Active
1174,2535,4973,373211.15,11.26,12,Default
1175,7990,8257,35507.38,6.29,24,Closed
1176,9684,10935,643483.86,11.15,24,Default
1177,2044,4381,682875.94,9.78,60,Active
1178,8847,3155,712982.33,6.33,36,Default
1179,1720,1056,216493.02,4.92,12,Closed
1180,3863,7272,148836.33,12.28,24,Closed
1181,8634,6203,439471.58,3.91,12,Default
1182,6391,7829,424976.62,14.58,60,Default
1183,3509,13408,613794.79,3.98,24,Active
1184,7894,7361,920677.72,6.45,36,Default
1185,8212,4234,933660.18,5.65,48,Active
1186,4821,11373,103224.61,10.3,48,Closed
1187,9463,9510,376533.37,13.46,12,Closed
1188,9805,13989,458648.97,13.59,12,Closed
1189,2016,4720,668099.02,4.44,60,Closed
1190,4933,1353,952375.29,14.8,12,Active
1191,5536,14227,84442.84,7.38,24,Default
1192,7927,14857,175702.91,10.36,12,Default
1193,1167,11593,323748.86,13.64,12,Active
1194,117,8762,380697.24,9.18,60,Closed
1195,3266,1795,856063.6,3.26,48,Default
1196,2389,6626,593192.86,5.86,48,Closed
1197,9270,7561,614200.91,8.79,60,Closed
1198,5535,14324,343856.52,14.03,12,Closed
1199,6151,8251,845709.19,3.99,36,Active
1200,4284,13886,405227.54,9.97,60,Active
1201,2740,12913,713459.51,4.2,12,Active
1202,9905,10479,572980.15,10.72,36,Closed
1203,9379,14442,317869.21,12.13,12,Active
1204,9072,8603,224548.11,4.1,60,Default
1205,3175,3997,410345.54,8.64,48,Closed
1206,5964,11526,486895.19,14.2,12,Closed
1207,613,1796,656798.49,3.11,24,Active
1208,4639,13847,253815.39,4.22,48,Closed
1209,5944,7232,169115.45,12.15,36,Default
1210,870,1446,868511.33,14.65,24,Default
1211,6758,6324,415588.19,7.1,36,Closed
1212,5788,938,48740.75,6.55,48,Closed
1213,2833,1228,422580.16,7.73,36,Active
1214,672,4298,863672.64,7.58,12,Active
1215,1265,4596,33704.07,14.09,60,Default
1216,3074,6865,737431.06,5.1,12,Default
1217,5042,14935,928362.53,14.84,12,Closed
1218,5071,10947,366276.07,3.02,48,Active
1219,2868,2701,897972.81,10.73,36,Active
1220,6633,9634,842334.81,12.85,48,Default
1221,1556,13189,562054.16,13.36,36,Default
1222,981,1755,973584.4,11.03,12,Default
1223,4906,10663,102022.12,11.39,36,Default
1224,7186,10903,43724.05,5.51,48,Active
1225,3049,4435,558904.54,3.82,60,Active
1226,2999,13746,807955.14,9.06,12,Closed
1227,5343,383,151772.24,13.24,12,Default
1228,6189,9024,753195.99,8.34,12,Closed
1229,2045,2672,195195.23,12.78,48,Default
1230,4976,5386,198585.11,6.13,60,Active
1231,1043,10494,283680.54,11.05,48,Closed
1232,3785,9596,452130.25,11.53,24,Closed
1233,6766,6954,845144.8,11.39,36,Active
1234,2082,8941,88003.12,10.45,36,Default
1235,6080,9534,630547.43,5.92,60,Default
1236,9663,8041,466693.56,12.59,12,Closed
1237,2283,13584,480334.31,14.05,48,Active
1238,9046,6746,824535.76,14.09,60,Default
1239,9143,5287,414933.93,9.02,12,Default
1240,1686,10056,36935.69,3.59,36,Active
1241,6833,12420,242506.82,6.12,60,Active
1242,5145,10702,588805.68,6.36,48,Default
1243,7395,3885,801405.9,10.21,48,Default
1244,981,14595,599739.98,6.55,12,Active
1245,963,4027,82985.65,3.89,36,Active
1246,7755,13555,963156.53,10.57,36,Active
1247,8657,4352,321912.58,9.88,48,Active
1248,8567,11840,510742.17,3.14,60,Default
