repayment_id,loan_id,principal_paid,interest_paid,payment_date,late_days
2737,307,4230.12,68.93,2024-07-25,17
2738,382,3996.95,591.07,2025-10-05,29
2739,719,2631.07,438.96,2022-07-31,50
2740,886,2495.16,529.68,2022-01-27,39
2741,1222,1191.71,66.83,2024-11-05,45
2742,1842,2145.76,475.68,2022-03-24,8
2743,313,1269.28,285.05,2025-02-18,18
2744,119,4569.6,724.6,2025-12-03,55
2745,328,254.42,240.92,2024-05-01,59
2746,928,3968.55,389.3,2022-12-08,10
2747,2216,4052.48,638.56,2025-11-02,17
2748,1319,779.24,673.22,2025-02-18,1
2749,2785,634.43,989.72,2023-01-14,7
2750,2665,4810.05,262.21,2025-11-12,17
2751,1959,3574.49,498.47,2023-09-28,32
2752,565,1452.75,433.74,2021-08-25,24
2753,2553,3104.2,427.45,2022-02-26,38
2754,2684,2927.38,975.01,2021-12-26,32
2755,2126,3520.01,144.93,2022-07-10,21
2756,2366,2067.94,349.07,2021-11-25,31
2757,227,3485.5,247.28,2022-07-19,43
2758,2100,4248.59,30.74,2022-11-08,46
2759,1908,3714.47,636.88,2022-03-21,4
2760,46,2307.9,207.64,2023-05-28,42
2761,1638,3853.6,145.51,2025-05-13,6
2762,1234,4712.64,846.61,2024-12-21,23
2763,1760,4300.44,189.23,2025-09-27,20
2764,82,2572.25,392.06,2022-04-22,30
2765,1351,4538.33,541.62,2022-02-12,6
2766,1981,4767.67,910.25,2025-01-21,32
2767,2493,1550.18,726.42,2024-03-03,30
2768,2325,2479.34,380.61,2021-10-29,52
2769,842,2025.25,401.73,2023-04-06,25
2770,513,800.17,81.27,2023-11-06,30
2771,944,868.91,178.84,2022-01-06,48
2772,1571,198.27,293.68,2023-08-26,54
2773,2274,1895.88,482.5,2025-02-08,51
2774,2927,1520.53,499.44,2021-11-04,22
2775,2542,1615.59,400.21,2024-06-14,23
2776,1057,4380.39,452.0,2026-05-08,37
2777,293,1140.57,353.58,2021-10-15,34
2778,2204,705.5,713.48,2025-06-04,9
2779,1202,4965.91,64.44,2022-01-31,9
2780,1796,1843.45,946.0,2023-09-01,46
2781,1832,4266.23,849.48,2023-04-21,50
2782,1759,2586.59,834.73,2025-07-05,1
2783,1590,4895.78,414.6,2025-06-26,29
2784,262,2749.97,322.35,2023-05-20,25
2785,1322,3520.97,259.42,2022-10-25,58
2786,712,293.92,423.35,2026-03-05,10
2787,1332,1569.73,585.48,2025-12-24,28
2788,1713,3808.49,352.97,2024-12-23,49
2789,880,4029.19,414.15,2024-02-03,43
2790,872,1407.86,561.62,2023-05-13,51
2791,2407,2652.34,201.0,2025-06-08,7
2792,2702,405.19,877.93,2025-05-03,32
2793,653,261.81,36.02,2022-11-16,12
2794,124,3862.14,724.72,2025-07-21,20
2795,1637,2393.11,319.79,2025-12-22,12
2796,1665,2531.61,145.74,2022-01-16,13
2797,1670,691.5,820.07,2022-03-01,1
2798,2489,3154.47,912.59,2023-09-04,26
2799,1801,3178.48,983.6,2021-09-06,1
2800,2674,251.54,458.18,2025-11-22,10
2801,2964,2696.88,897.82,2025-08-12,39
2802,2905,3754.25,206.38,2021-06-28,60
2803,2809,3225.54,970.46,2025-12-16,3
2804,2546,333.7,250.01,2021-09-13,11
2805,2535,768.51,859.81,2024-12-20,31
2806,988,947.04,252.64,2024-11-19,51
2807,396,607.91,148.02,2024-12-08,30
2808,2555,3046.61,829.44,2023-06-25,48
2809,2734,1146.89,322.28,2023-01-04,53
2810,2299,2639.74,975.16,2024-10-19,11
2811,387,3581.72,179.25,2025-06-06,46
2812,171,4970.42,259.86,2024-08-01,58
2813,556,4444.42,736.53,2022-07-08,19
2814,1340,191.57,125.4,2024-09-09,2
2815,851,2251.21,389.09,2025-05-11,4
2816,428,621.14,316.4,2023-08-20,14
2817,1007,2078.01,485.14,2024-09-05,7
2818,1543,2118.04,880.31,2025-11-20,5
2819,2818,1914.27,247.38,2022-03-16,57
2820,2543,3425.43,379.12,2022-01-24,43
2821,1367,3512.75,325.34,2021-11-27,60
2822,1385,4445.88,451.69,2026-03-06,38
2823,251,4259.06,298.95,2023-11-26,13
2824,2954,1449.02,935.6,2025-04-19,44
2825,2017,4167.83,723.89,2022-10-11,3
2826,2756,937.64,167.36,2023-07-01,14
2827,2240,1434.78,105.86,2023-07-17,21
2828,215,4140.09,171.61,2026-02-28,9
2829,2369,2137.12,482.75,2021-07-04,50
2830,85,4750.61,522.42,2022-07-24,13
2831,2381,2952.02,190.53,2023-08-15,38
2832,2025,2546.14,198.82,2023-10-20,41
2833,1972,332.36,425.42,2023-09-28,17
2834,1738,3129.51,743.19,2024-10-11,50
2835,1966,3669.21,987.28,2026-02-22,56
2836,936,2663.75,384.88,2021-06-29,20
2837,1339,2253.86,273.52,2024-05-17,58
2838,368,3042.45,174.01,2023-08-11,16
2839,2942,763.18,905.11,2022-04-06,11
2840,2290,4297.41,633.88,2026-01-11,28
2841,1315,2969.95,608.87,2025-02-10,14
2842,454,845.96,172.62,2025-12-24,46
2843,1188,3295.49,33.94,2024-05-17,45
2844,1021,3400.06,92.76,2021-10-09,1
2845,2428,4292.37,976.45,2026-06-27,17
2846,2601,197.23,227.48,2024-12-19,12
2847,1969,1777.02,980.5,2024-01-02,38
2848,702,2629.58,849.74,2025-07-17,30
2849,1355,2006.2,171.19,2022-07-10,44
2850,292,3676.97,527.61,2024-01-09,3
2851,1441,2747.83,444.16,2021-12-12,43
2852,2908,413.33,261.46,2024-10-26,4
2853,533,2729.16,168.49,2021-10-24,60
2854,1506,2406.56,871.2,2022-10-20,52
2855,212,3799.32,53.52,2024-06-24,33
2856,2378,3961.17,510.45,2025-10-01,38
2857,1480,2233.55,929.75,2023-06-23,3
2858,2747,2313.71,569.12,2023-01-31,13
2859,161,3836.91,574.86,2026-02-19,3
2860,1974,4628.69,525.01,2023-09-28,56
2861,669,535.49,496.14,2026-01-25,53
2862,2141,2574.27,616.09,2026-01-26,38
2863,2838,4898.78,619.04,2026-01-15,11
2864,2525,2666.45,208.98,2023-06-27,21
2865,379,2599.16,502.87,2024-08-28,60
2866,2425,2540.8,288.15,2025-06-16,4
2867,1527,2819.7,658.41,2026-03-13,32
2868,5,4561.44,95.38,2023-11-30,39
2869,2638,849.8,728.25,2021-08-20,16
2870,1107,3249.47,619.85,2025-06-26,37
2871,2208,1784.91,463.64,2021-09-21,40
2872,965,4852.47,464.81,2023-04-12,51
2873,2969,1115.01,614.79,2026-02-09,54
2874,1626,3932.7,454.04,2024-10-02,33
2875,868,1515.65,263.7,2025-09-30,9
2876,184,2777.95,810.73,2022-10-04,19
2877,2014,4919.39,401.21,2023-04-05,47
2878,1309,4650.05,326.53,2024-11-20,49
2879,660,4907.63,445.51,2023-03-02,39
2880,1590,1275.25,666.22,2026-06-13,52
2881,1422,851.47,896.07,2025-10-18,40
2882,1008,246.02,621.59,2024-02-25,17
2883,1872,2501.62,332.67,2022-08-29,43
2884,1429,4807.38,88.51,2023-01-11,19
2885,144,2438.56,906.69,2025-06-29,9
2886,988,819.37,65.07,2024-03-31,37
2887,2081,2095.35,513.13,2021-10-09,60
2888,2137,1223.65,993.22,2022-04-24,35
2889,1796,2911.08,218.43,2023-06-22,29
2890,726,1680.18,972.98,2024-03-28,46
2891,1886,1644.3,220.86,2022-08-28,37
2892,956,1257.05,991.02,2025-05-06,22
2893,172,1104.68,188.97,2022-11-03,59
2894,1939,1468.57,466.4,2023-08-05,13
2895,2717,3274.17,109.75,2023-05-20,43
2896,1268,1118.48,779.95,2025-11-20,51
2897,168,3151.62,893.42,2024-01-14,43
2898,1894,726.64,552.86,2021-09-27,27
2899,2622,2709.58,244.37,2023-11-01,16
2900,1708,3582.97,28.42,2024-05-27,27
2901,1909,378.5,162.22,2025-09-03,42
2902,2148,178.14,603.59,2023-03-22,21
2903,2759,1744.94,109.92,2025-11-14,27
2904,2645,2221.65,706.29,2024-10-28,30
2905,2924,558.27,578.18,2025-10-14,38
2906,1434,4261.3,242.39,2023-10-28,22
2907,1911,2686.26,710.42,2023-01-01,29
2908,2702,4271.28,848.88,2021-12-16,29
2909,1586,1677.17,626.7,2022-12-13,41
2910,2434,3262.8,356.1,2024-06-29,28
2911,1354,2633.75,729.85,2025-09-14,0
2912,2677,2962.93,101.0,2023-07-27,31
2913,2633,4901.1,798.72,2025-07-28,19
2914,498,285.79,24.02,2023-08-17,12
2915,287,4574.36,256.13,2023-07-10,44
2916,560,1288.46,788.69,2021-10-08,49
2917,1633,2273.41,210.13,2023-06-24,30
2918,1857,3543.87,41.24,2021-10-26,2
2919,2965,1296.85,623.83,2025-02-13,49
2920,855,4515.31,514.71,2026-06-16,40
2921,1760,2441.24,61.98,2022-01-19,0
2922,1939,1596.67,37.46,2022-12-25,6
2923,2937,3102.42,838.44,2023-07-04,20
2924,2734,3147.15,502.43,2024-06-26,29
2925,2510,4095.27,698.17,2022-10-09,18
2926,158,647.21,403.57,2022-06-26,44
2927,1158,2771.45,146.93,2022-02-02,38
2928,2316,3950.56,731.89,2025-10-25,57
2929,1583,1548.32,463.3,2021-09-24,56
2930,1668,798.7,642.29,2024-02-04,15
2931,1294,2376.89,514.0,2024-02-26,23
2932,684,3681.49,159.09,2025-06-25,32
2933,1100,3709.47,85.27,2022-11-05,18
2934,733,2361.51,933.05,2023-11-12,37
2935,2382,4627.82,517.46,2025-09-30,6
2936,1397,3284.18,514.81,2025-06-20,11
2937,650,1785.24,64.93,2022-06-05,31
2938,2614,1118.52,94.37,2022-06-17,15
2939,1977,2820.78,991.25,2022-01-14,49
2940,2360,2998.86,967.64,2023-05-12,19
2941,799,3372.53,190.3,2023-05-16,42
2942,434,3185.4,437.88,2021-09-06,3
2943,1462,620.08,917.01,2023-09-02,54
2944,642,3672.12,883.2,2021-09-20,13
2945,2040,3340.17,871.58,2021-07-06,24
2946,1495,4412.17,231.3,2024-05-04,50
2947,2922,1385.0,795.14,2021-10-09,40
2948,1436,2782.46,300.9,2023-07-27,8
2949,1283,4929.91,854.66,2023-08-30,55
2950,687,504.42,610.05,2025-06-27,7
2951,775,1662.46,647.74,2021-10-30,58
2952,13,4385.02,158.43,2023-05-23,17
2953,2337,436.87,210.32,2023-02-28,40
2954,2486,3678.92,812.07,2025-05-08,41
2955,1147,1091.95,894.54,2023-08-26,9
2956,2729,4535.55,756.14,2022-01-15,4
2957,1034,1010.6,494.77,2024-03-20,22
2958,794,3426.81,372.2,2024-04-18,22
2959,2657,4482.93,419.14,2021-08-16,26
2960,1440,4217.7,519.65,2024-03-10,6
2961,2715,1345.49,504.37,2025-03-10,3
2962,2926,2913.62,20.45,2024-01-24,28
2963,474,2664.36,870.66,2025-09-27,3
2964,1980,4595.12,869.63,2023-11-27,38
2965,2460,3740.85,28.61,2022-09-19,20
2966,917,2316.73,36.47,2025-07-22,5
2967,1830,842.32,168.68,2024-09-06,29
2968,718,4013.14,962.04,2023-07-10,5
2969,221,1100.17,765.64,2023-11-08,29
2970,2390,3228.97,631.97,2022-08-19,52
2971,2326,3499.46,621.7,2023-11-07,44
2972,1036,4608.76,948.77,2026-05-22,17
2973,2380,2628.0,600.23,2024-11-21,4
2974,2574,792.57,831.84,2021-12-13,17
2975,1855,1972.62,869.17,2022-12-22,19
2976,48,4917.7,873.45,2023-06-04,41
2977,674,1454.36,646.61,2023-02-16,1
2978,819,4470.39,990.81,2023-10-08,41
2979,1605,2348.61,208.13,2021-12-05,34
2980,1439,730.64,525.9,2021-07-29,45
2981,244,528.17,134.57,2025-02-11,52
2982,2283,3870.25,233.98,2025-02-19,30
2983,1644,2654.62,604.44,2023-08-15,0
2984,1358,3962.23,971.82,2026-05-04,32
2985,1980,1201.81,849.38,2025-11-23,27
2986,2606,3115.55,451.57,2025-09-04,17
2987,2139,4865.75,109.46,2022-08-29,36
2988,2120,2386.34,632.14,2023-04-27,48
2989,1072,4134.53,936.35,2022-10-10,19
2990,1675,1719.22,846.84,2022-12-27,18
2991,612,3136.27,810.62,2022-07-15,9
2992,1237,3547.12,630.68,2024-11-03,36
2993,702,581.18,299.39,2024-06-25,49
2994,2580,4731.08,907.66,2024-01-26,20
2995,2321,3493.46,97.48,2024-02-26,27
2996,2520,3345.74,416.12,2024-02-06,13
2997,1744,2864.66,839.43,2025-09-09,8
2998,1910,392.08,266.14,2022-12-11,27
2999,1568,3732.69,474.26,2023-08-04,5
3000,2846,1005.71,162.67,2021-12-03,36
3001,1697,2398.31,496.9,2024-06-18,47
3002,868,972.61,476.38,2021-12-01,22
3003,814,4165.14,946.88,2025-04-27,16
3004,722,1793.57,336.24,2024-01-18,32
3005,2160,1363.42,76.5,2024-08-06,44
3006,1738,4020.13,283.0,2025-09-24,41
3007,2893,1709.46,403.6,2023-11-27,21
3008,1893,4622.51,700.74,2025-05-20,3
3009,534,4999.62,485.25,2022-12-02,51
3010,2398,2945.45,263.37,2024-08-08,42
3011,239,3753.7,289.33,2021-10-02,19
3012,2492,456.43,132.13,2023-09-19,24
3013,79,2077.7,105.05,2025-01-16,52
3014,2370,3814.72,224.89,2023-03-07,3
3015,687,4391.48,466.74,2022-09-07,4
3016,1408,975.62,909.63,2021-07-30,0
3017,781,3996.51,697.14,2024-03-12,26
3018,544,3736.85,817.11,2025-07-19,24
3019,1945,1961.79,424.24,2024-02-10,12
3020,1476,1333.5,274.06,2025-12-29,38
3021,579,4044.27,166.0,2026-06-17,7
3022,461,2077.78,745.21,2023-03-28,15
3023,1137,2560.04,66.58,2024-12-06,35
3024,1398,3837.17,182.8,2024-10-23,15
3025,454,1876.24,212.46,2022-08-15,59
3026,299,703.36,40.74,2021-12-21,55
3027,1449,4690.79,946.74,2023-10-08,2
3028,2909,2059.62,549.81,2025-02-18,45
3029,1724,4007.19,215.77,2025-04-07,53
3030,98,4617.76,916.03,2026-06-15,12
3031,2586,1266.16,152.88,2023-06-08,16
3032,1962,458.46,435.84,2024-03-15,33
3033,2780,303.67,503.58,2023-05-30,55
3034,2419,898.73,855.88,2023-04-20,27
3035,129,4059.83,131.71,2023-05-13,58
3036,1611,1734.58,178.36,2022-11-12,16
3037,2688,435.88,784.23,2022-12-19,18
3038,1929,652.26,831.86,2023-03-17,19
3039,1679,973.87,426.98,2022-07-31,13
3040,1165,219.61,270.07,2024-06-19,12
3041,2804,2830.82,264.62,2025-03-05,17
3042,1122,4894.67,230.11,2025-12-20,59
3043,790,3576.26,454.97,2025-02-10,43
3044,2125,1949.84,935.62,2023-06-09,43
3045,1513,3155.02,913.59,2021-10-03,50
3046,2511,2193.36,53.84,2023-08-29,20
3047,642,4698.41,819.64,2026-06-12,31
3048,34,3244.78,409.82,2023-12-10,37
3049,1835,4900.27,596.18,2022-01-23,27
3050,271,4667.7,778.34,2026-02-08,22
3051,2705,3308.42,271.85,2025-08-21,1
3052,544,2290.68,209.61,2022-02-24,4
3053,1300,3885.71,212.95,2023-09-14,53
3054,623,132.71,76.92,2024-08-14,34
3055,730,440.37,79.12,2024-10-08,28
3056,1231,4257.26,748.82,2023-11-14,45
3057,2192,2920.93,492.23,2022-09-18,20
3058,1752,1713.01,247.86,2022-04-26,52
3059,55,3560.19,250.78,2025-07-05,42
3060,557,1116.44,690.79,2024-04-04,51
3061,261,2180.43,169.66,2021-08-15,9
3062,2842,831.12,939.0,2025-12-06,6
3063,1485,3690.76,964.98,2022-12-05,12
3064,2418,3352.45,755.13,2024-08-17,52
3065,100,1716.19,121.47,2024-12-30,26
3066,1503,2291.01,601.71,2024-02-16,33
3067,2722,1937.97,121.19,2025-07-24,53
3068,844,2581.59,365.85,2023-10-19,60
3069,2122,3895.83,25.1,2024-10-22,45
3070,3000,1769.8,120.52,2024-10-06,19
3071,2361,2861.02,64.44,2023-12-30,15
3072,619,3813.62,251.43,2026-05-12,43
3073,560,3527.14,784.72,2025-12-20,20
3074,2056,3385.35,286.51,2025-11-26,50
3075,1668,2779.13,274.33,2023-06-18,41
3076,2520,3243.54,779.78,2025-11-18,35
3077,1289,1766.86,179.42,2023-10-10,9
3078,1961,3214.6,696.43,2022-02-20,14
3079,1684,1647.1,351.24,2026-03-19,56
3080,2475,1082.78,330.12,2025-07-07,56
3081,311,643.89,795.73,2025-06-12,2
3082,744,3325.08,483.51,2022-02-11,34
3083,2489,812.61,742.92,2023-08-23,13
3084,449,1099.88,931.56,2023-06-24,45
3085,2513,299.89,903.67,2025-03-28,37
3086,2473,3317.13,264.4,2021-11-18,43
3087,1053,965.13,593.09,2026-04-29,4
3088,956,4599.21,476.2,2021-09-03,33
3089,2290,3695.91,386.04,2021-08-06,46
3090,1810,2380.33,182.0,2024-02-08,24
3091,3000,4242.83,632.58,2025-06-14,42
3092,2057,3796.41,836.34,2022-03-23,53
3093,57,3804.89,739.31,2021-08-25,16
3094,909,122.83,35.49,2023-05-30,14
3095,320,885.61,399.51,2024-05-07,35
3096,229,1879.67,305.02,2023-11-11,4
3097,2839,1324.63,785.76,2022-10-11,8
3098,810,1083.92,731.17,2024-09-05,2
3099,430,702.56,54.13,2022-01-11,10
3100,687,901.47,731.02,2024-04-05,33
3101,1268,3110.18,575.34,2023-05-18,23
3102,1295,1372.0,531.89,2023-08-07,24
3103,901,1775.54,550.76,2024-09-17,44
3104,773,4814.99,286.92,2021-12-27,55
3105,2019,1994.46,530.74,2026-01-21,60
3106,2736,3057.99,878.94,2024-08-23,33
3107,1383,1655.47,929.05,2021-10-24,44
3108,1352,4874.3,295.8,2022-01-29,21
3109,2485,1253.76,742.73,2023-01-16,6
3110,664,2958.58,272.44,2023-06-23,24
3111,2186,1069.49,338.73,2023-06-10,22
3112,487,4918.99,847.41,2025-12-23,28
3113,640,4358.98,686.11,2024-07-16,46
3114,632,3764.61,197.66,2024-01-17,41
3115,485,2716.47,539.74,2023-09-07,6
3116,1073,3238.5,502.94,2024-08-20,43
3117,2033,1035.1,23.9,2025-08-08,50
3118,1842,4798.46,166.65,2025-07-16,46
3119,2055,968.5,981.7,2022-11-23,44
3120,331,3820.05,297.83,2022-08-21,36
3121,660,3761.16,726.18,2021-08-01,12
3122,282,1683.56,495.5,2021-09-06,47
3123,568,247.52,883.78,2024-01-18,43
3124,2617,4471.21,430.55,2023-10-09,49
3125,2224,3053.47,576.16,2023-04-26,25
3126,2584,1347.41,215.98,2022-11-24,8
3127,146,2544.85,622.22,2024-08-06,10
3128,556,3628.61,237.63,2025-02-28,18
3129,941,4089.29,528.25,2023-02-13,14
3130,2870,3781.76,824.47,2025-01-17,20
3131,1001,4014.73,253.82,2025-07-18,11
3132,1515,1865.63,259.96,2021-09-25,29
3133,379,2852.95,171.83,2025-01-16,1
3134,1468,4788.12,528.37,2023-02-07,44
3135,663,254.2,196.97,2024-10-08,15
3136,107,2048.57,228.41,2022-02-12,40
3137,976,4850.05,847.13,2025-07-29,5
3138,1066,1180.85,908.24,2026-02-01,20
3139,505,1743.81,824.91,2024-10-31,31
3140,490,2853.87,539.92,2022-08-21,49
3141,449,1075.9,961.18,2025-09-04,39
3142,1392,1123.64,113.07,2023-02-27,32
3143,124,415.88,413.37,2024-12-22,35
3144,1467,394.68,421.22,2022-04-05,21
3145,1622,4826.37,583.49,2026-04-02,56
3146,706,352.16,844.67,2022-07-29,60
3147,780,3854.58,164.05,2023-02-05,27
3148,119,4430.62,637.37,2024-10-30,17
3149,494,4125.63,142.46,2022-10-14,3
3150,2033,3945.03,954.61,2023-08-13,45
3151,1918,1816.41,613.52,2025-07-06,35
3152,1853,1687.38,431.67,2026-01-03,35
3153,1935,2668.77,72.95,2024-01-05,44
3154,972,3222.26,275.33,2025-10-30,43
3155,2986,1375.37,209.35,2025-07-11,22
3156,1302,2088.59,347.89,2025-06-08,47
3157,2516,682.73,902.86,2021-09-28,41
3158,60,2509.9,353.16,2023-03-11,5
3159,2630,1736.82,429.81,2023-10-21,57
3160,742,613.73,940.24,2022-12-21,53
3161,733,3355.89,897.59,2023-10-28,31
3162,2832,3164.69,144.22,2022-04-29,57
3163,2484,2078.34,868.87,2021-12-27,25
3164,1934,3564.5,393.69,2024-01-18,23
3165,1671,1117.44,31.66,2023-02-12,55
3166,2201,516.58,351.79,2024-12-30,32
3167,1387,449.9,272.69,2021-10-06,13
3168,1689,2963.95,149.27,2024-06-17,5
3169,1316,706.23,23.39,2022-03-15,53
3170,2455,3622.15,498.75,2023-11-02,52
3171,17,494.99,176.15,2022-07-15,56
3172,416,319.18,79.55,2025-11-24,26
3173,1780,3107.96,333.86,2026-04-19,34
3174,230,1645.56,417.82,2022-07-06,12
3175,1646,780.41,326.86,2025-05-02,60
3176,2360,4598.72,86.98,2025-10-09,32
3177,2361,1967.11,280.95,2025-10-09,1
3178,355,2044.34,118.08,2025-05-07,3
3179,1956,539.41,952.17,2022-03-15,5
3180,1035,3872.49,358.43,2021-08-17,51
3181,2730,1035.27,554.44,2026-03-25,51
3182,730,4438.45,672.17,2023-10-07,24
3183,2414,714.27,328.68,2022-08-02,59
3184,50,4883.85,217.86,2021-09-22,50
3185,1979,502.26,68.99,2025-03-13,16
3186,2588,3273.96,608.74,2022-10-22,49
3187,1862,488.29,713.78,2026-01-16,21
3188,2740,1004.92,660.63,2026-05-22,15
3189,795,4593.94,257.77,2021-07-07,40
3190,1649,824.61,46.92,2026-06-10,10
3191,2941,2387.33,264.12,2021-11-29,59
3192,2346,4748.99,382.5,2026-03-29,57
3193,613,3838.72,990.22,2023-02-01,47
3194,922,2587.1,579.0,2025-09-26,25
3195,355,2990.28,566.51,2024-09-15,13
3196,2566,4793.9,721.03,2023-08-12,52
3197,2217,3460.16,594.64,2024-10-25,52
3198,1130,856.33,890.25,2021-10-14,48
3199,1541,4599.19,63.88,2025-04-03,29
3200,2226,1184.4,279.5,2022-02-17,27
3201,1997,3418.44,369.79,2023-12-22,6
3202,1952,420.5,118.51,2026-04-06,11
3203,2018,2951.99,196.86,2021-09-02,0
3204,2135,3073.53,973.56,2024-01-05,14
3205,2180,4687.63,101.69,2023-05-28,44
3206,2764,1510.17,528.6,2021-08-06,1
3207,2863,1296.89,36.44,2022-08-15,4
3208,2876,1898.35,831.66,2025-08-16,25
3209,2071,1610.69,350.12,2024-11-20,57
3210,489,3586.93,568.57,2025-04-12,10
3211,2112,3526.93,331.53,2023-07-07,41
3212,2368,722.63,603.92,2025-02-20,43
3213,881,3769.85,955.86,2022-08-20,20
3214,1208,4351.4,163.39,2024-07-18,28
3215,2371,1201.64,98.37,2024-01-12,7
3216,897,3767.08,151.03,2026-02-09,53
3217,1647,2559.3,580.49,2025-03-10,15
3218,1086,491.13,277.04,2021-09-09,31
3219,1286,1650.73,115.68,2025-02-02,5
3220,1484,2382.64,587.67,2022-01-24,5
3221,275,2202.86,243.02,2024-02-04,34
3222,2081,4329.31,244.11,2022-09-01,34
3223,1849,3459.71,661.2,2022-02-04,6
3224,752,1938.32,340.95,2022-10-30,27
3225,1731,2685.44,58.41,2023-09-08,34
3226,360,3965.55,905.27,2025-07-14,27
3227,1249,653.94,651.54,2022-10-04,0
3228,432,139.31,834.87,2024-08-05,56
3229,542,458.31,974.62,2021-09-01,5
3230,256,4380.1,365.64,2024-05-22,7
3231,2185,1836.28,699.34,2024-09-11,45
3232,2219,2691.23,81.44,2026-03-29,23
3233,1767,3132.67,419.05,2024-10-21,11
3234,1723,2450.36,77.47,2023-07-10,50
3235,2440,1578.84,788.22,2024-03-10,20
3236,1364,828.91,673.82,2026-06-08,22
3237,1572,3514.45,707.65,2024-09-24,18
3238,1814,2302.05,396.68,2022-05-02,59
3239,1904,1538.72,297.22,2026-01-21,7
3240,2589,714.92,777.86,2025-03-21,54
3241,2874,4031.6,357.84,2025-02-09,14
3242,1564,1970.23,158.78,2023-09-06,23
3243,1141,4465.28,821.75,2021-10-24,20
3244,2725,1452.08,906.29,2023-07-04,6
3245,1087,1707.69,716.38,2025-09-11,25
3246,9,1432.54,760.82,2023-01-02,30
3247,1841,4268.1,213.07,2022-05-27,41
3248,2210,4925.45,31.16,2026-03-16,39
3249,2692,899.29,610.99,2024-06-24,17
3250,1351,2463.95,71.38,2026-04-21,44
3251,1941,994.8,726.99,2022-11-19,60
3252,1688,3441.42,916.42,2022-07-13,13
3253,1669,1606.07,340.54,2023-09-14,48
3254,1672,1539.13,681.71,2023-04-27,44
3255,2200,1643.34,161.9,2025-09-16,35
3256,2048,4393.94,609.92,2026-02-01,33
3257,2943,2244.48,530.8,2023-09-05,54
3258,2963,510.62,222.7,2021-08-21,40
3259,922,601.65,295.24,2024-05-04,10
3260,1584,3982.08,601.45,2023-02-22,29
3261,2871,1609.01,615.75,2025-03-07,47
3262,2970,716.35,785.38,2025-10-06,33
3263,2664,4862.67,137.21,2026-04-30,1
3264,1522,4211.46,848.86,2021-09-08,10
3265,2262,4987.98,441.94,2026-03-08,17
3266,2277,1431.3,368.36,2023-02-08,31
3267,1049,2548.99,142.95,2026-01-08,15
3268,2580,4984.3,573.78,2024-12-03,30
3269,1537,1170.96,277.04,2023-03-23,25
3270,1155,781.06,980.86,2023-03-29,36
3271,1670,336.23,541.56,2022-10-04,34
3272,2939,177.53,690.25,2024-05-15,39
3273,72,1067.32,582.81,2022-02-17,19
3274,682,2555.21,214.6,2023-07-27,60
3275,2291,1185.75,296.07,2026-05-20,11
3276,2200,3398.95,371.61,2022-11-26,25
3277,903,1283.58,478.83,2022-04-01,45
3278,1386,2440.97,688.24,2024-01-31,40
3279,2570,1170.44,247.39,2026-03-19,40
3280,2355,2799.69,170.04,2024-12-15,50
3281,314,244.53,820.2,2022-09-18,33
3282,2712,2739.38,811.75,2022-04-02,8
3283,906,4726.9,345.25,2022-05-30,16
3284,839,406.59,182.25,2025-06-08,29
3285,204,4597.33,492.66,2024-02-17,27
3286,2164,1642.42,47.52,2024-01-06,5
3287,2074,2834.04,955.88,2025-10-16,7
3288,416,3598.64,534.9,2023-01-13,26
3289,2734,4173.28,715.21,2021-06-28,49
3290,1918,3954.52,584.61,2023-12-27,3
3291,1668,1278.97,195.89,2026-03-09,40
3292,1141,3359.2,381.88,2024-06-10,34
3293,2912,3613.55,118.33,2025-07-27,35
3294,556,2614.81,420.43,2023-06-10,42
3295,1097,1488.39,586.45,2021-08-09,40
3296,2114,2356.5,350.67,2022-06-11,26
3297,909,752.38,760.6,2024-11-04,16
3298,1140,232.58,434.93,2024-06-27,47
3299,2986,1173.5,168.51,2022-04-18,52
3300,1279,2359.99,816.46,2023-04-22,34
3301,394,3624.65,668.38,2022-01-29,45
3302,2080,543.81,917.01,2023-01-07,14
3303,1887,4343.68,513.5,2022-12-19,25
3304,2711,3837.93,178.05,2025-10-25,16
3305,2438,3404.27,428.52,2026-01-12,57
3306,2169,2143.55,684.51,2025-06-18,38
3307,1001,1792.51,29.46,2022-10-25,44
3308,615,2144.33,761.73,2025-12-30,0
3309,2433,3022.8,487.1,2026-01-11,4
3310,1480,3372.43,168.92,2025-07-07,35
3311,1579,3649.41,392.21,2023-07-31,28
3312,785,1763.76,867.94,2022-06-25,1
3313,1197,3528.04,825.81,2023-05-17,34
3314,1706,3663.83,321.1,2025-09-20,41
3315,224,998.17,371.14,2025-12-17,60
3316,1232,305.63,862.64,2023-08-11,37
3317,214,2370.81,22.86,2022-02-01,54
3318,1715,2970.71,678.01,2024-12-21,22
3319,1445,3494.36,610.36,2023-08-18,49
3320,1725,3994.55,226.12,2025-11-08,5
3321,2148,1901.72,318.2,2021-08-29,8
3322,2969,428.02,28.06,2022-03-04,27
3323,1082,4591.11,43.02,2026-05-31,33
3324,679,4593.07,794.5,2021-07-23,15
3325,2428,1932.56,535.63,2025-06-29,27
3326,1482,4219.67,844.69,2025-07-30,5
3327,1853,4838.68,144.31,2024-09-06,27
3328,1254,2440.29,351.61,2024-12-31,54
3329,13,4233.59,991.0,2023-08-20,59
3330,247,4308.35,116.51,2025-02-17,24
