swipe_id,card_id,merchant_id,amount,device_id,timestamp
7174,11204,1817,58.93,4b81879a-798,2026-02-07 23:24:43
7175,3525,380,168.01,c860b403-bd9,2026-06-06 11:00:43
7176,9203,25,1889.77,f542899d-5c6,2026-05-09 17:24:34
7177,1288,230,2924.54,a5f6867e-1c7,2026-04-14 07:32:41
7178,8504,538,963.95,4fdb434d-759,2026-01-25 14:59:11
7179,5547,57,2459.4,c5f0dbea-3db,2026-01-07 01:10:35
7180,10720,272,915.48,d92735e1-390,2026-05-10 23:43:51
7181,5208,602,409.24,56bc9684-14b,2026-04-13 08:38:02
7182,165,647,2748.72,0d3d7871-cb8,2026-03-15 13:21:59
7183,19186,1265,275.43,25ec4e07-849,2026-06-22 04:59:20
7184,2134,1027,2174.4,c3f004ff-cdd,2026-04-09 13:47:36
7185,5648,579,1323.38,89c69ebb-7bf,2026-03-19 18:06:17
7186,12975,1438,2953.1,75ae1a41-2b8,2026-01-18 17:39:33
7187,12359,371,1473.83,ea4002b9-23f,2026-03-02 15:02:46
7188,3991,1338,665.32,166852c7-36c,2026-04-27 01:05:16
7189,14295,539,2310.29,517615b6-8d4,2026-04-17 23:52:44
7190,13186,1289,2240.06,be5a0a90-c66,2026-02-10 03:12:31
7191,5595,703,1419.48,08adc0ac-821,2026-04-07 00:24:24
7192,13863,648,2410.8,4e82eb3c-b64,2026-06-24 22:20:07
7193,19784,1568,1436.57,968d813c-85c,2026-03-17 17:07:44
7194,16692,1599,1891.91,26727723-67d,2026-01-30 12:35:05
7195,19415,1283,2995.59,66624916-832,2026-03-03 08:18:27
7196,14390,1611,531.65,123f1a73-b76,2026-06-20 09:10:35
7197,8926,694,1840.45,36e9d753-273,2026-05-07 06:06:01
7198,11118,1816,2502.23,139b5da8-bf6,2026-05-26 19:14:17
7199,9679,865,869.31,a9eaef06-1d3,2026-05-01 15:04:27
7200,9461,1246,2691.54,198e3591-f8c,2026-04-11 11:50:56
7201,5733,248,2527.96,3d265bc1-b98,2026-05-17 10:44:09
7202,14893,1981,1191.75,c864faaf-643,2026-02-12 00:15:01
7203,7862,112,1002.36,36cc3d23-1eb,2026-06-12 14:05:38
7204,12281,1357,385.88,2c099ebe-cdc,2026-01-10 18:31:06
7205,15284,1247,2547.99,3bf6ac7c-7b6,2026-06-17 09:40:19
7206,19455,538,1729.48,9b3c81a1-75b,2026-03-06 21:38:36
7207,3133,59,2018.46,381ceeb6-5c5,2026-05-02 05:11:18
7208,13554,21,1255.83,b49b5dd0-4db,2026-01-03 06:14:00
7209,2188,1061,937.98,45e246a8-bfe,2026-06-07 14:46:59
7210,12758,1756,688.99,21e1b4b9-e05,2026-05-22 07:24:52
7211,2376,1163,664.8,be42df6f-4ba,2026-04-28 14:28:33
7212,4419,121,1521.1,bb111527-5a9,2026-02-01 01:15:19
7213,7168,419,2651.16,4d2e775d-0e1,2026-02-25 17:40:09
7214,17783,1049,944.22,8de63a01-742,2026-02-26 23:18:32
7215,9919,256,980.42,bbadd3e2-ee7,2026-01-01 23:42:33
7216,12831,939,157.89,f5098063-e82,2026-03-31 12:31:37
7217,19765,1220,1021.46,3bb91ff4-f48,2026-05-01 17:49:27
7218,7727,1937,2970.54,0a629ca2-b6a,2026-03-10 14:01:35
7219,10164,114,2571.4,fac04c79-770,2026-05-20 21:11:34
7220,1485,1190,2720.44,97bddc38-dbb,2026-06-06 06:03:19
7221,17777,1636,726.64,98029d0e-380,2026-04-13 22:41:47
7222,14339,1978,656.56,18f7c0da-f4d,2026-03-14 15:27:37
7223,15254,165,690.46,5630e1db-6a7,2026-04-13 23:10:02
7224,11960,111,2951.82,66b072f7-2b2,2026-05-10 06:26:22
7225,14383,8,625.16,72e5a5ba-af6,2026-06-02 04:25:23
7226,6750,1404,1342.26,dddd49b2-ee8,2026-04-18 03:30:29
7227,12919,675,1523.13,074394f7-62a,2026-03-31 02:13:08
7228,9694,1161,51.08,589e8a6f-a2d,2026-02-09 23:27:37
7229,2960,263,2641.15,11b60357-a67,2026-05-12 01:39:43
7230,19508,694,1157.4,ba3649f5-715,2026-02-06 19:47:13
7231,14294,978,2733.67,0965d9ed-726,2026-06-21 07:36:11
7232,11134,1223,626.43,2d833c22-abb,2026-01-04 07:19:51
7233,7295,274,1687.81,2871d282-ab9,2026-02-13 16:53:53
7234,7869,1385,2870.47,d503c39c-ad0,2026-02-07 10:53:57
7235,3304,1608,391.11,d1c98ab2-394,2026-06-18 15:24:17
7236,10370,1127,952.73,41c33cbf-f1b,2026-01-30 20:05:49
7237,17676,1587,2043.77,e72f5fc3-5ac,2026-02-13 05:41:56
7238,13953,1108,2627.73,3fb93ed4-1d7,2026-05-10 07:21:35
7239,2993,1433,2116.59,b3e57cbd-91c,2026-02-13 16:53:53
7240,18141,1675,1318.23,14b9d1fb-c3a,2026-01-28 07:54:58
7241,9489,274,185.65,3481a60e-005,2026-06-28 18:02:37
7242,13012,236,911.42,a3548872-475,2026-03-25 10:48:16
7243,385,1368,1098.37,29ace577-6b0,2026-04-05 19:50:55
7244,18735,731,1670.04,9c0cbda8-b9a,2026-03-20 23:51:43
7245,4153,1984,6.97,584f2f64-27a,2026-01-04 14:52:36
7246,5208,370,2469.26,25880770-913,2026-06-18 21:17:12
7247,15232,1114,956.89,88c7ed18-b18,2026-02-02 00:51:39
7248,13797,1406,240.26,fd121001-145,2026-05-20 16:43:46
7249,10873,496,2180.87,19049c99-f63,2026-06-26 23:10:14
7250,6020,1600,786.46,20bd084c-260,2026-03-03 05:57:45
7251,13115,1316,2927.12,d6d3f346-d5e,2026-04-06 06:55:45
7252,18969,1021,1903.68,675e814f-9f6,2026-04-05 02:54:17
7253,9241,301,2521.29,84bb1922-d83,2026-04-01 18:42:52
7254,3612,1737,2274.66,c975f15d-3da,2026-01-05 17:57:46
7255,11003,1687,2377.02,4f1ed784-b49,2026-03-18 22:24:27
7256,17117,483,1418.64,cb5d76a2-411,2026-04-14 16:47:08
7257,5670,338,300.94,bc68c1a6-eb4,2026-06-08 10:03:48
7258,4399,1053,212.87,998e0b69-4a7,2026-04-02 06:09:25
7259,9277,700,1816.13,6c9b8e3b-938,2026-02-19 18:38:47
7260,10443,484,2695.94,6dcd76d7-d20,2026-05-12 04:37:03
7261,12528,562,2960.81,637bba13-260,2026-04-18 09:53:55
7262,5546,1766,1018.26,28f4f8b3-ba8,2026-03-22 16:22:45
7263,16570,1102,80.41,d408f7bd-83e,2026-05-25 21:25:44
7264,13316,750,1934.73,464a5cf4-16d,2026-05-14 19:12:06
7265,19195,378,891.39,96a7bf1a-5ef,2026-03-20 04:32:19
7266,14006,417,2417.28,29edc8d5-f88,2026-06-14 14:54:44
7267,13694,656,387.65,81803f18-680,2026-04-01 00:26:13
7268,2721,1254,231.14,dfa7c0a3-8c8,2026-06-06 15:45:11
7269,622,731,1566.21,3075d462-1a4,2026-01-07 04:59:10
7270,3070,1267,1339.28,d1954a72-1f9,2026-01-09 23:50:22
7271,17305,1554,466.44,2b46b080-5bb,2026-05-23 05:41:01
7272,16341,1748,1481.16,c40b522c-7f5,2026-05-23 15:28:03
7273,19668,939,1217.14,34ab5879-2f9,2026-04-12 12:19:34
7274,16228,522,2789.13,60748b8e-a57,2026-05-13 12:49:21
7275,10035,319,2487.06,1d361687-34a,2026-03-08 07:17:18
7276,13933,408,2575.39,14cffb69-7c0,2026-05-02 02:36:30
7277,8440,515,951.78,b4af6b4e-f02,2026-05-16 02:15:10
7278,8951,744,356.43,9b1bd9d8-e67,2026-01-04 15:27:18
7279,9310,26,2492.45,2f80e74e-0e8,2026-02-02 00:35:22
7280,12959,1287,2774.04,c3931ed7-04f,2026-05-06 04:37:05
7281,7428,1189,2419.63,f7f04fb4-524,2026-01-08 15:48:17
7282,5761,1362,2602.31,e762ddca-10e,2026-03-11 05:17:45
7283,10454,1592,947.84,60c4daed-039,2026-06-04 19:31:32
7284,9359,1615,2310.98,8e3a4dea-a39,2026-01-23 21:53:47
7285,13320,602,2144.97,b6b06b31-39b,2026-04-08 01:52:38
7286,9636,1063,88.89,b5ec0a52-d11,2026-05-01 00:26:32
7287,3205,921,1219.69,75f4ba55-7f0,2026-02-08 02:16:36
7288,7639,1451,501.27,a75b070b-749,2026-04-08 13:17:41
7289,8655,853,2270.39,efa7af18-39c,2026-03-31 07:34:00
7290,2509,1087,1086.73,bdd6f344-5a5,2026-06-09 11:07:37
7291,7414,1812,1103.64,39ce70f9-15b,2026-06-10 06:03:03
7292,955,1308,1213.65,af4dd1cf-0cf,2026-01-12 17:23:48
7293,1250,1112,2120.16,57a8bc18-7e4,2026-04-28 17:49:00
7294,9177,908,2167.78,7e760dc5-d2d,2026-01-11 12:28:27
7295,12262,500,135.25,d4da992b-81f,2026-06-29 06:25:16
7296,9546,1814,2040.04,731b1eed-94f,2026-06-10 22:43:34
7297,12754,820,1933.19,d3f74731-563,2026-02-02 08:19:12
7298,9212,790,1473.86,c95da932-78b,2026-05-12 04:30:42
7299,9968,703,1407.92,5b8ec9b9-6ca,2026-03-11 01:25:35
7300,11098,1263,2159.69,368f98f9-906,2026-01-29 23:21:41
7301,7457,1226,1311.16,8b67833b-e1e,2026-03-26 00:10:13
7302,12931,1336,449.86,f7537e9a-2ea,2026-05-03 23:31:33
7303,2717,951,1251.69,97fdd378-6fe,2026-01-06 16:43:58
7304,2817,1326,1350.84,8a6c074a-647,2026-01-14 09:00:58
7305,17079,1622,1641.12,af7be674-2d9,2026-02-04 19:14:42
7306,4144,1481,2538.31,57d66ec2-488,2026-05-30 11:36:21
7307,11201,1592,2364.74,8491a4be-8da,2026-01-13 08:30:32
7308,2925,179,2576.06,aaec8db5-12a,2026-06-24 02:39:12
7309,17555,1254,271.02,52c4826b-992,2026-02-23 18:18:20
7310,11968,1714,2992.23,a68a66bb-3d8,2026-06-14 23:22:49
7311,11978,1854,283.2,dcc925e7-08a,2026-01-18 14:09:00
7312,2479,1367,2729.38,4d354ef4-e12,2026-03-20 23:12:54
7313,406,795,862.0,1d6cd4e3-d56,2026-05-07 07:42:33
7314,10195,956,743.41,15c9d138-d3a,2026-06-04 19:18:16
7315,14425,988,1757.12,2ceb18bc-f66,2026-02-17 23:47:27
7316,1813,757,1084.16,c3e1aced-38e,2026-04-03 00:43:02
7317,165,1895,2814.84,aab93cc2-a7a,2026-03-23 03:42:05
7318,15923,9,1817.19,e1f13f14-91e,2026-02-25 06:30:08
7319,19350,119,2577.48,fc6252a4-8d6,2026-01-15 13:29:02
7320,4055,5,1842.63,c8182124-077,2026-03-16 19:23:19
7321,17459,102,278.35,5b9dd899-954,2026-05-18 08:37:06
7322,14383,1485,1754.64,7f304187-ab1,2026-05-05 09:19:52
7323,2074,1371,1018.17,9f589576-cdb,2026-02-26 14:28:14
7324,3107,441,435.0,eef7c127-931,2026-04-11 08:55:07
7325,17472,1483,1336.35,0131db7c-8be,2026-04-30 05:22:43
7326,12887,422,338.36,ce5fa0e9-9f4,2026-03-09 18:41:27
7327,1165,1901,1076.77,c7a668a4-58f,2026-04-19 05:10:38
7328,11037,1282,151.49,bc4b0f35-6f3,2026-02-11 03:38:43
7329,13130,366,1473.88,4f333f70-626,2026-05-13 22:09:07
7330,602,1284,1039.42,ece869d9-bfd,2026-05-08 06:30:10
7331,17828,816,1723.88,913f6610-861,2026-05-31 11:11:53
7332,1468,1558,5.13,3d57974b-107,2026-04-24 08:03:46
7333,15659,95,981.98,24518d81-ee3,2026-02-26 02:21:27
7334,13642,1273,1254.59,620fa0f7-f32,2026-06-16 12:19:02
7335,3013,976,1063.45,603e6a7b-fa0,2026-04-10 00:08:19
7336,8133,1678,2683.27,31796abb-7ad,2026-03-16 15:15:13
7337,15914,64,870.99,bb512412-b9b,2026-01-01 21:09:40
7338,3270,207,2957.56,1b053e9c-d9f,2026-01-17 19:47:10
7339,2128,1615,1479.43,95c154f8-72a,2026-06-23 01:32:55
7340,14601,225,454.81,b124c37c-ca6,2026-02-28 19:52:43
7341,10997,1711,1704.06,86a0fa18-8cc,2026-06-28 15:15:43
7342,8495,898,742.15,a7cedc92-4cd,2026-02-24 07:15:35
7343,8391,968,2783.06,96c55fdc-612,2026-04-23 17:45:25
7344,9031,955,117.64,ffc45ce6-5a3,2026-06-28 20:06:58
7345,7214,96,626.11,1d4596b5-0fb,2026-02-16 05:01:58
7346,10307,565,244.88,874d15e8-481,2026-06-26 04:58:31
7347,14567,414,1460.58,5cc06e71-17e,2026-01-16 04:08:32
7348,17419,1194,310.26,e3ecfffc-a57,2026-03-13 05:31:58
7349,17052,628,2917.64,bc79473c-a9c,2026-05-24 23:11:36
7350,2511,1502,1244.53,d370df32-c58,2026-01-28 01:54:26
7351,9891,929,2664.98,bab6cf18-265,2026-03-27 14:46:42
7352,14172,247,943.89,2fa08b68-9bf,2026-05-10 12:42:25
7353,18498,150,129.18,89f83ba0-6bc,2026-06-17 12:22:28
7354,16370,828,1891.55,02c57e3e-f25,2026-06-27 04:41:17
7355,1472,1809,260.67,31e2efcc-9ac,2026-03-30 20:19:44
7356,14446,480,815.85,bb7b6f54-9e5,2026-06-15 17:05:29
7357,15597,638,2570.59,393a4edd-92a,2026-02-18 09:37:01
7358,266,322,2022.2,a6db2ee0-14e,2026-01-09 07:45:07
7359,14840,1326,1849.99,d25bdb58-b65,2026-05-28 03:58:52
7360,16750,685,11.08,4e60bbc2-3e4,2026-04-23 16:03:14
7361,11738,1127,1028.42,9faedd13-cb2,2026-01-14 06:14:20
7362,18837,547,1159.62,094114b6-f72,2026-04-02 14:56:04
7363,2319,1502,2824.04,d72dedd1-702,2026-05-29 03:27:38
7364,6352,607,1636.47,bd177354-c8b,2026-05-30 08:22:58
7365,895,517,625.83,b36d9ae0-d27,2026-01-27 13:23:49
7366,5550,567,1303.75,0ce63c53-2cf,2026-02-20 07:45:31
7367,15251,315,2129.8,f970ed11-ee6,2026-04-08 17:59:21
7368,6702,371,519.7,b3f17966-f03,2026-06-04 08:13:52
7369,2391,414,2379.21,af5c8f66-718,2026-06-19 20:28:20
7370,11563,564,541.17,3e63cd82-a43,2026-01-12 07:29:07
7371,8408,169,2913.48,4eb85308-674,2026-05-02 21:07:55
7372,12622,837,677.35,76e7af7b-bf9,2026-04-20 11:27:14
7373,8629,1140,2715.01,fba171ef-4f0,2026-02-09 01:20:53
7374,17035,1979,1798.4,5c30c551-4c5,2026-06-02 01:05:06
7375,6924,93,2749.21,d089fbbe-f23,2026-02-09 16:59:05
7376,18761,33,2701.85,c00a038f-873,2026-06-06 05:06:00
7377,8382,825,2778.09,2a66696d-f38,2026-04-14 00:36:51
7378,6462,542,857.68,10c64fff-f0f,2026-01-01 08:11:05
7379,11502,101,242.7,5462b747-de9,2026-04-14 07:27:00
7380,13904,866,1235.99,fa3cd8dc-c6e,2026-01-23 01:27:17
7381,14727,161,2400.98,305ab357-116,2026-01-25 08:36:59
7382,19225,1228,814.95,8acf934d-f42,2026-01-12 00:35:44
7383,1369,1203,2143.72,9c0d017d-af9,2026-04-17 17:40:12
7384,13005,992,2959.12,700f65b9-55c,2026-05-07 20:06:26
7385,13864,1868,1335.89,699e9a7d-9f3,2026-01-30 11:27:41
7386,17709,886,918.44,c9f7cf30-9ae,2026-05-22 07:09:37
7387,3499,17,616.44,78838c1b-22d,2026-04-19 14:20:11
7388,4769,349,2884.87,043f8bec-11a,2026-04-12 02:25:39
7389,7563,1005,6.63,82c8cb24-920,2026-06-08 01:52:11
7390,3910,985,2342.84,bfb5341c-206,2026-01-05 21:15:22
7391,15044,1773,1757.72,c0e4e674-eac,2026-03-29 17:55:18
7392,3775,1560,2890.93,d016689f-fd8,2026-04-15 22:40:22
7393,18233,77,2252.33,efc28828-f01,2026-03-24 02:54:25
7394,16812,1197,1444.01,224de9f7-874,2026-01-14 11:17:31
7395,2342,81,62.94,2102316f-54e,2026-03-11 13:53:27
7396,891,1156,2922.51,3d993466-4b8,2026-05-18 23:28:57
7397,6741,78,410.51,9693ce91-f06,2026-03-14 08:36:25
7398,8463,50,1695.91,2d97492e-73f,2026-04-24 08:50:44
7399,7113,1188,200.38,1c69cb4f-5fb,2026-06-27 07:55:30
7400,4596,1198,108.86,7691255d-560,2026-03-31 21:42:58
7401,3277,600,1679.5,fa33fb26-253,2026-06-29 03:19:02
7402,16515,1315,1238.22,6b5d9891-ed7,2026-03-22 22:33:59
7403,14214,564,788.49,a33f1753-da1,2026-05-13 05:50:03
7404,12253,852,658.56,0baa388c-91d,2026-04-20 04:15:22
7405,17490,379,67.51,5b0f7bd5-9db,2026-03-30 08:51:32
7406,1475,1807,924.8,c6093bb6-9b7,2026-05-12 01:53:07
7407,12796,1234,2189.66,c44ef2d5-929,2026-01-15 21:18:45
7408,2998,1160,2848.72,3a68c351-9fd,2026-03-20 22:36:48
7409,44,1902,158.45,91f9f860-511,2026-03-01 18:20:55
7410,6511,318,1764.49,785c1d33-663,2026-01-25 22:30:36
7411,4456,594,2055.62,a3782032-b0d,2026-01-17 16:56:25
7412,17912,1150,1024.62,fd175669-b0a,2026-05-12 08:32:24
7413,15570,297,1542.66,f85a8ead-7cd,2026-02-11 07:18:01
7414,13789,111,1064.96,6bef6dc0-156,2026-05-27 18:10:54
7415,17558,102,529.99,06741c20-b95,2026-02-15 19:30:07
7416,3283,512,851.78,aa886236-be0,2026-04-07 13:30:56
7417,6157,1809,1376.72,1ef96ee0-750,2026-06-22 18:15:13
7418,3415,387,934.15,54bbd510-f7a,2026-05-01 00:09:12
7419,18094,1810,1956.06,b64d5374-667,2026-03-26 23:36:28
7420,18198,1070,514.15,9125c799-f49,2026-01-04 15:56:07
7421,5119,1883,2437.21,3187a901-be0,2026-02-02 06:48:27
7422,5999,1345,2153.12,d3c1a493-4aa,2026-03-22 16:02:41
7423,5685,1678,980.79,50eeea1f-063,2026-06-28 10:39:01
7424,12263,556,114.6,288cdce7-51d,2026-01-01 19:34:15
7425,12891,1917,2061.53,3843fb09-1f8,2026-06-20 03:55:17
7426,18251,967,1409.13,85f0f5ef-de2,2026-01-04 17:25:25
7427,11484,890,1177.46,1283f18c-4ea,2026-03-14 18:37:05
7428,14172,42,2011.92,a33f1276-3de,2026-04-18 20:55:30
7429,16217,1779,1749.27,ead90e22-582,2026-02-05 08:14:48
7430,16323,720,1994.5,fc5c0086-48b,2026-06-21 17:42:39
7431,3010,192,2345.02,224e03f4-e59,2026-04-21 21:27:22
7432,13143,964,2057.08,7337ea06-7b4,2026-04-27 11:07:39
7433,10571,1145,2321.63,ad912268-7f4,2026-03-08 18:54:05
7434,15490,1855,2474.1,ce89fd7f-256,2026-05-02 04:29:00
7435,11857,629,1236.18,1af49dfb-fb1,2026-02-23 02:43:33
7436,16819,1823,2892.96,c2512578-389,2026-04-28 18:34:59
7437,15451,1138,336.27,79adf8c0-09f,2026-04-16 02:50:34
7438,9522,770,947.53,346af738-61b,2026-02-13 16:05:56
7439,3292,1411,1352.4,67146926-c7e,2026-06-21 14:37:07
7440,1951,1131,278.97,3311d70e-c03,2026-06-24 08:57:19
7441,9105,1375,2594.17,12a415e9-105,2026-02-22 09:56:20
7442,19259,82,2886.39,c2392245-8ed,2026-02-22 17:53:54
7443,10648,7,2670.34,e66ea556-c87,2026-01-13 11:57:08
7444,8428,770,1251.85,ef2b9b5b-e71,2026-06-11 07:38:10
7445,8497,389,1687.6,6e2d37e6-edd,2026-01-15 18:42:51
7446,18291,13,1907.87,b59e5b4a-4ed,2026-01-26 23:49:23
7447,12719,69,1507.61,94d09ae7-35f,2026-01-06 10:27:40
7448,15754,148,638.5,2888e763-6f8,2026-03-10 11:48:10
7449,7476,1533,1874.09,3021ad0f-bfa,2026-03-16 02:52:40
7450,19302,1440,2743.85,944f966b-fa6,2026-01-26 22:01:06
7451,17093,1569,2072.79,702bdc29-710,2026-03-12 09:34:20
7452,11542,386,340.78,6024371b-af4,2026-05-29 10:58:06
7453,7741,150,2365.67,a7727350-4b5,2026-01-20 05:47:35
7454,13593,253,2577.31,a4b1a347-e11,2026-02-19 05:56:59
7455,16586,34,175.5,a24593f1-f4d,2026-02-09 07:54:10
7456,6845,1069,1083.81,4f763af5-652,2026-03-13 13:38:38
7457,12085,896,1904.08,41023ed9-b05,2026-02-09 14:56:03
7458,17067,1634,2776.92,4e5c96eb-ac5,2026-04-07 00:33:09
7459,18249,1808,216.88,d4beb357-d52,2026-01-19 14:00:50
7460,14833,671,66.71,cd194035-cd4,2026-06-27 16:21:23
7461,10206,682,2275.5,4058f469-ee8,2026-05-24 11:09:58
7462,19244,1377,2125.32,28326084-557,2026-02-19 11:49:08
7463,4676,654,473.36,4fa8f138-437,2026-05-12 08:46:17
7464,14465,12,1190.46,2e936a0f-6d9,2026-01-06 14:10:58
7465,11733,1048,849.46,93d183ff-f6a,2026-05-10 17:43:58
7466,12130,914,1429.6,f7d3e8dd-dba,2026-06-12 11:24:26
7467,19673,398,217.74,abdd40f0-367,2026-03-31 00:09:36
7468,14228,1501,1729.06,b7950a7c-350,2026-03-07 08:42:22
7469,6861,1021,420.44,64962d68-671,2026-06-25 14:54:23
7470,3206,203,1986.39,199a3fb4-a42,2026-04-26 22:15:06
7471,17968,889,184.47,8cc5060e-0e9,2026-02-15 21:08:40
7472,19986,1599,2909.21,20fe5956-ced,2026-06-06 02:24:13
7473,872,816,727.26,fff89b67-955,2026-04-07 23:08:17
7474,19547,847,487.83,4a737d28-cc9,2026-03-07 10:15:06
7475,12881,1556,542.43,b18aae3d-ab8,2026-03-16 13:43:29
7476,13125,133,2858.14,a7271c91-43b,2026-04-12 07:02:02
7477,4653,1782,467.33,3f8762dc-4a3,2026-03-07 02:45:42
7478,13384,639,2138.91,47862cbc-dde,2026-02-05 11:59:25
7479,13511,1992,2775.5,6d956bd2-c95,2026-04-13 02:46:16
7480,14485,724,177.18,9c8b58a1-f8b,2026-04-12 12:38:25
7481,3085,48,1459.93,ba312dec-33c,2026-03-27 01:44:50
7482,114,107,1988.45,3a5f417e-784,2026-02-12 17:36:27
7483,3444,812,1541.7,5645ff5e-139,2026-06-13 22:19:58
7484,8583,159,1259.27,fce612d8-1e3,2026-02-14 07:02:46
7485,13168,837,2685.04,90ba391c-53d,2026-06-29 02:06:07
7486,18819,1590,2425.42,8f0b3a4e-0db,2026-01-14 05:17:45
7487,18863,1557,327.09,e087c8f4-241,2026-05-13 23:00:51
7488,4815,1299,1942.85,1101e0e4-fd6,2026-05-23 14:06:13
7489,12251,32,2836.34,efd42704-842,2026-05-03 06:37:17
7490,15237,1582,2051.67,c50ee540-1c1,2026-01-27 05:15:45
7491,15422,763,2493.19,df58cfa1-180,2026-05-02 21:40:07
7492,8900,1931,1202.6,dc1dd3f8-954,2026-01-01 09:51:16
7493,19418,1265,2014.24,f1165c16-0d5,2026-06-04 19:55:49
7494,15420,93,169.8,0e0d0616-123,2026-01-17 17:22:54
7495,19175,1598,2135.14,5135e3a1-83b,2026-03-10 09:06:39
7496,15420,1803,2077.42,252a58e2-be1,2026-05-18 00:40:41
7497,13420,75,1696.71,33f37560-1ef,2026-01-12 00:33:32
7498,9098,1874,269.35,85eb8eaf-8d8,2026-01-10 15:03:18
7499,7128,1792,298.67,143c7972-0f7,2026-05-31 01:36:49
7500,18468,1740,927.44,6704877a-4d3,2026-05-23 11:27:51
7501,10757,1622,2814.71,a5b625f0-e21,2026-03-31 10:12:52
7502,10969,163,1162.81,d6fd0e86-03d,2026-04-17 18:20:07
7503,9562,841,1857.74,b21303d7-bcf,2026-02-08 22:24:33
7504,16774,1417,1344.67,be59ef3b-197,2026-05-17 18:45:45
7505,18599,1279,2149.19,2db7e22a-fd5,2026-05-23 19:41:45
7506,17450,739,524.39,45cdbb17-c1a,2026-01-12 05:39:05
7507,16730,7,235.36,9d407e07-49c,2026-05-21 05:41:55
7508,4360,1327,499.46,e9f7619e-a54,2026-03-09 12:39:24
7509,19153,178,271.6,4b3d7e38-da6,2026-03-25 16:20:58
7510,17276,1728,1718.04,58811902-d58,2026-04-15 19:59:40
7511,3748,929,435.04,253af893-435,2026-02-06 02:14:54
7512,19908,386,1427.34,d5559ec3-d5b,2026-04-29 10:24:10
7513,2755,387,1310.76,4549fa00-2d0,2026-04-04 17:53:01
7514,16804,1779,999.4,3ea7e345-db7,2026-06-09 18:38:52
7515,5704,1401,1784.83,52f978e8-f5a,2026-05-17 06:12:14
7516,9974,1814,2130.66,117eea88-a61,2026-04-04 01:06:45
7517,2485,1573,726.69,e97ade68-028,2026-04-28 08:18:02
7518,8214,93,2345.94,e78d41cf-c1d,2026-01-31 15:54:56
7519,5388,829,970.74,417ab67c-3a7,2026-02-25 05:39:12
7520,12473,940,1454.58,8936260a-643,2026-03-15 08:06:25
7521,229,935,2007.01,2f52b11f-3e3,2026-04-03 05:58:06
7522,2854,683,2926.97,5e09e9b8-da4,2026-04-12 20:46:06
7523,17218,549,10.75,ce82c81b-a3c,2026-05-18 11:57:34
7524,6846,255,805.67,74eaedbf-618,2026-06-01 21:27:50
7525,9283,1014,1092.85,71201b39-de3,2026-05-13 08:04:16
7526,5986,943,1365.86,92b00aa5-be0,2026-03-25 10:23:44
7527,2002,569,2361.17,f9e345c2-17d,2026-01-24 01:32:53
7528,15026,682,2776.01,5474e176-718,2026-02-07 03:43:30
7529,14475,1380,2783.15,f0550e73-bdd,2026-06-22 19:06:45
7530,18211,1728,775.71,5c52ee3d-623,2026-01-08 12:29:34
7531,19723,1548,1286.21,ae4aa44a-584,2026-03-05 17:37:59
7532,11656,795,2269.9,269bde82-6cd,2026-04-15 11:19:17
7533,512,321,680.2,7c1ad692-3df,2026-01-13 02:59:21
7534,18865,84,2924.22,4c60fa22-e36,2026-01-03 09:29:47
7535,11964,1184,1956.27,aa17921f-50c,2026-03-07 03:06:10
7536,9301,82,442.07,a6a41077-310,2026-04-19 08:57:43
7537,147,1159,614.1,5dda83b1-f4a,2026-04-29 14:26:20
7538,1294,1912,2276.12,432ffa34-ba2,2026-01-04 15:02:39
7539,15931,1613,2105.57,fcb916b5-bf4,2026-05-12 21:30:54
7540,2584,1536,1489.18,2a95f5d2-75b,2026-02-27 21:25:29
7541,5325,58,1198.44,4cdba974-f38,2026-02-18 04:40:50
7542,12334,383,2688.6,ace273dd-f4e,2026-02-22 13:45:16
7543,17271,482,1580.24,c97d64f4-a43,2026-03-11 06:23:42
7544,11692,599,1851.31,e83022da-227,2026-06-24 08:13:01
7545,201,1181,1814.16,a33b7a80-9a8,2026-01-26 10:39:21
7546,6037,1287,1381.87,34e12c30-6ea,2026-03-19 21:15:04
7547,19830,370,1519.66,476ce5ee-7af,2026-03-16 23:19:24
7548,1918,1882,2735.3,fc9f4079-af4,2026-03-05 03:27:24
7549,2124,18,2347.0,c9cc0390-dd5,2026-04-04 10:12:17
7550,11466,1637,2724.89,7cf85e93-b4d,2026-02-10 12:01:36
7551,325,125,771.62,b2b9166b-4af,2026-06-25 18:36:52
7552,3824,881,2655.21,e7ce1b46-b3f,2026-01-29 16:39:10
7553,3333,853,1957.64,816b5caf-1e0,2026-06-25 20:47:27
7554,1955,563,2563.19,e2a465ea-c0c,2026-06-17 15:11:38
7555,19745,1969,2984.72,6003e316-019,2026-05-28 13:03:43
7556,5839,1112,2134.89,9822c169-0b0,2026-04-10 12:21:38
7557,7856,1469,1154.53,2c01e967-627,2026-05-17 06:43:02
7558,15427,1610,514.39,a6b38878-99c,2026-04-17 01:54:01
7559,12368,1168,1638.44,9ed3c8ae-0ec,2026-04-15 11:37:03
7560,17583,1341,1831.57,5b01634e-f6e,2026-04-09 14:08:07
7561,5975,1928,2659.62,82aff9bc-7c1,2026-02-07 08:14:32
7562,387,1900,340.44,1761363b-507,2026-05-12 02:27:38
7563,13998,1724,2138.92,80c6c1ee-767,2026-04-19 21:19:12
