repayment_id,loan_id,principal_paid,interest_paid,payment_date,late_days
1671,1083,1200.89,62.74,2026-02-03,31
1672,1855,4371.79,841.24,2026-03-25,7
1673,1400,1605.75,718.84,2026-04-13,59
1674,2303,3497.7,46.11,2026-06-18,1
1675,1908,364.49,25.82,2026-03-31,17
1676,959,1883.47,407.49,2026-03-15,7
1677,1347,4540.16,50.13,2026-01-18,23
1678,276,1127.03,342.08,2026-06-14,54
1679,648,1585.81,558.51,2026-06-25,18
1680,2200,2950.16,957.62,2026-06-24,20
1681,2017,1060.77,737.95,2026-01-17,24
1682,1893,3017.88,963.87,2026-03-15,16
1683,1859,1995.72,39.64,2026-04-19,10
1684,2158,2612.69,31.41,2026-01-05,34
1685,2207,3677.57,318.62,2026-03-13,40
1686,774,1036.57,168.29,2026-02-03,32
1687,1412,2129.97,456.52,2026-04-11,42
1688,1704,4400.4,434.33,2026-06-09,26
1689,2011,4266.91,708.44,2026-02-26,35
1690,2280,808.56,56.63,2026-01-23,26
1691,1704,4554.87,553.45,2026-01-26,57
1692,238,1087.0,941.67,2026-02-25,26
1693,1493,1883.0,727.44,2026-06-18,19
1694,843,311.56,569.0,2026-01-22,58
1695,254,1463.62,179.22,2026-05-16,54
1696,1818,1589.66,876.45,2026-02-26,6
1697,1940,1321.25,825.86,2026-02-27,31
1698,47,3922.55,690.64,2026-04-28,15
1699,470,3015.07,44.83,2026-06-24,60
1700,1562,961.23,737.45,2026-05-06,54
1701,1201,2294.41,923.6,2026-05-16,23
1702,2510,3668.08,777.77,2026-01-19,47
1703,2310,2417.15,853.39,2026-04-03,45
1704,297,3466.72,965.27,2026-04-22,18
1705,784,2857.64,843.28,2026-02-03,23
1706,1324,2869.2,414.46,2026-06-01,57
1707,2082,2559.94,783.37,2026-06-12,22
1708,239,1193.24,779.19,2026-01-24,60
1709,2133,596.69,426.49,2026-01-29,2
1710,1444,1541.62,697.49,2026-02-19,50
1711,1557,4209.67,315.63,2026-04-12,32
1712,2114,180.55,533.71,2026-04-04,25
1713,1343,4930.68,442.29,2026-02-21,24
1714,149,1356.62,577.03,2026-04-29,23
1715,1928,1795.45,86.35,2026-05-29,7
1716,2280,350.64,704.79,2026-06-16,60
1717,1412,618.54,818.06,2026-01-30,41
1718,2675,1593.15,923.73,2026-02-18,31
1719,985,306.27,576.81,2026-02-21,28
1720,1544,3622.16,856.4,2026-03-08,50
1721,1612,484.26,426.34,2026-03-23,32
1722,1899,3525.77,450.16,2026-04-03,49
1723,149,2441.97,800.65,2026-04-19,13
1724,904,3288.13,63.81,2026-02-09,49
1725,507,819.61,938.56,2026-02-12,11
1726,398,4932.31,593.1,2026-02-02,26
1727,2421,3067.83,487.14,2026-06-28,33
1728,1638,3863.12,872.74,2026-05-03,29
1729,1063,1950.82,93.98,2026-03-30,19
1730,2275,3890.71,107.32,2026-05-17,54
1731,1193,3409.32,930.93,2026-03-01,7
1732,859,3460.24,558.44,2026-05-15,39
1733,1222,2363.3,289.77,2026-03-10,40
1734,2796,1928.29,423.08,2026-05-04,48
1735,2322,2736.84,462.35,2026-05-08,20
1736,2639,1742.55,147.53,2026-02-02,9
1737,501,3302.35,743.64,2026-05-04,40
1738,215,908.68,471.67,2026-03-23,28
1739,800,1292.96,73.21,2026-01-04,50
1740,2659,3505.25,562.58,2026-03-05,23
1741,387,2813.85,204.35,2026-02-20,47
1742,1542,843.0,492.65,2026-05-15,21
1743,1410,4960.45,465.72,2026-05-30,17
1744,1454,1622.54,401.99,2026-06-02,17
1745,858,359.91,531.67,2026-06-08,28
1746,2494,4222.52,661.74,2026-02-12,33
1747,908,620.36,552.01,2026-06-08,52
1748,2379,1253.99,117.08,2026-04-10,24
1749,226,663.4,894.09,2026-06-12,45
1750,2166,1585.96,396.82,2026-01-04,9
1751,1509,3220.42,434.41,2026-02-04,15
1752,2362,810.33,482.91,2026-05-09,54
1753,851,241.12,462.92,2026-02-26,36
1754,1504,3800.29,329.11,2026-05-22,56
1755,1425,2401.74,481.03,2026-05-05,28
1756,2321,3716.03,47.47,2026-01-12,16
1757,1255,4302.31,612.77,2026-02-20,57
1758,2009,1928.12,145.26,2026-04-02,27
1759,2275,1494.17,811.26,2026-04-19,7
1760,335,1482.62,405.53,2026-05-27,40
1761,2643,3973.99,81.92,2026-01-12,55
1762,1477,3957.96,421.48,2026-05-06,36
1763,1448,4312.54,516.25,2026-05-29,9
1764,2735,3979.18,299.86,2026-04-04,27
1765,2945,1807.34,276.55,2026-03-07,30
1766,1038,2080.22,307.5,2026-06-28,50
1767,638,3171.67,330.85,2026-06-22,50
1768,1396,2014.32,735.01,2026-06-25,29
1769,1715,1991.24,112.21,2026-05-29,21
1770,2464,2529.86,638.06,2026-01-15,24
1771,1800,2032.77,327.18,2026-01-11,27
1772,1272,1238.83,804.59,2026-05-06,6
1773,300,1200.38,584.91,2026-02-12,19
1774,1599,2029.49,156.3,2026-01-12,59
1775,320,4283.21,208.21,2026-06-10,21
1776,2094,2426.2,552.86,2026-01-07,39
1777,2130,821.56,929.0,2026-05-29,51
1778,2930,1478.07,247.7,2026-03-11,38
1779,2380,4212.65,492.58,2026-05-15,36
1780,17,3121.18,381.49,2026-05-29,38
1781,2976,335.89,406.89,2026-06-28,44
1782,1629,4106.25,584.8,2026-05-13,26
1783,1026,4639.03,746.59,2026-05-16,30
1784,2214,1901.17,251.51,2026-02-10,29
1785,598,385.53,862.53,2026-02-24,46
1786,1934,1102.82,823.7,2026-04-26,24
1787,2383,4325.44,377.28,2026-02-26,17
1788,1412,2352.94,540.44,2026-04-16,53
1789,1297,4338.48,696.54,2026-02-06,51
1790,280,4129.08,966.94,2026-03-27,41
1791,1128,1763.59,209.0,2026-02-09,8
1792,2718,3099.41,245.52,2026-05-10,25
1793,2926,2160.84,719.53,2026-05-27,10
1794,1313,4055.44,506.57,2026-04-28,16
1795,84,3752.37,370.74,2026-02-27,36
1796,2706,443.52,828.28,2026-01-23,56
1797,2801,2910.13,539.61,2026-03-31,52
1798,1987,2011.27,888.48,2026-02-24,15
1799,1247,4156.15,220.05,2026-01-28,21
1800,1316,3398.21,673.39,2026-06-13,26
1801,549,3071.56,135.85,2026-06-17,32
1802,2598,4779.55,583.08,2026-03-16,22
1803,1651,4293.52,968.65,2026-02-27,4
1804,47,3001.95,749.89,2026-03-25,25
1805,1161,2183.63,211.78,2026-04-13,54
1806,341,3599.97,596.98,2026-04-29,48
1807,307,634.24,551.26,2026-04-21,46
1808,2382,117.29,446.5,2026-04-07,18
1809,2461,785.7,561.71,2026-06-14,14
1810,2872,491.96,45.74,2026-04-01,58
1811,1926,1514.25,198.2,2026-05-03,3
1812,1405,305.05,444.09,2026-06-27,12
1813,2808,4398.54,414.25,2026-06-19,6
1814,960,2870.6,413.24,2026-01-14,48
1815,1480,1204.05,674.92,2026-03-07,36
1816,2119,3252.65,650.1,2026-04-22,32
1817,401,2237.67,154.91,2026-01-11,38
1818,2525,4202.9,537.16,2026-03-11,13
1819,2210,1275.61,307.47,2026-03-12,9
1820,1054,4847.12,146.12,2026-06-13,22
1821,2593,4688.12,357.27,2026-06-06,23
1822,1203,2716.98,434.81,2026-05-11,50
1823,365,1326.72,787.12,2026-06-27,60
1824,1164,2988.86,546.95,2026-03-19,43
1825,1928,1909.96,156.05,2026-01-11,54
1826,136,4374.34,608.57,2026-02-25,21
1827,2946,614.6,869.34,2026-03-16,29
1828,654,3115.17,598.22,2026-03-28,4
1829,1776,3732.33,200.62,2026-06-09,32
1830,697,3407.53,929.0,2026-01-26,19
1831,1740,2663.65,519.81,2026-05-15,52
1832,635,2664.76,93.26,2026-06-12,7
1833,278,506.09,851.67,2026-03-15,24
1834,245,2403.55,563.92,2026-04-30,27
1835,1356,209.79,526.96,2026-03-24,33
1836,2448,3675.83,636.8,2026-04-09,30
1837,722,1511.65,639.3,2026-02-20,34
1838,1216,1011.42,409.05,2026-06-10,25
1839,598,2545.49,599.72,2026-06-24,40
1840,84,4073.95,923.33,2026-01-07,31
1841,1835,213.43,969.67,2026-04-20,53
1842,602,1438.87,610.45,2026-04-14,11
1843,2021,3599.22,125.65,2026-02-16,53
1844,2787,2184.45,558.09,2026-02-24,56
1845,1735,537.2,762.55,2026-03-24,60
1846,2205,3955.4,25.92,2026-04-11,26
1847,265,144.06,604.1,2026-06-20,37
1848,1303,1088.02,984.56,2026-03-12,52
1849,531,3088.9,55.26,2026-06-11,28
1850,1151,3491.75,585.56,2026-02-21,47
1851,1092,1482.5,485.69,2026-03-08,2
1852,1746,4901.06,360.96,2026-05-24,38
1853,2289,228.21,825.01,2026-03-18,32
1854,1490,3946.86,100.07,2026-03-30,8
1855,2232,755.7,453.7,2026-06-09,56
1856,2997,4982.38,295.95,2026-04-13,11
1857,2972,4270.89,218.05,2026-03-28,24
1858,855,959.22,565.74,2026-06-28,46
1859,1186,1336.03,993.29,2026-03-19,6
1860,1232,3547.03,695.25,2026-01-21,5
1861,134,2859.22,707.94,2026-06-23,57
1862,341,2846.24,756.08,2026-04-04,1
1863,1,1322.18,594.03,2026-01-11,39
1864,1491,3701.02,54.86,2026-06-19,52
1865,2618,2436.67,318.13,2026-04-22,57
1866,2791,1953.81,840.2,2026-06-15,42
1867,1321,4236.45,572.32,2026-04-04,58
1868,2226,711.24,388.23,2026-05-24,19
1869,2838,3235.51,648.67,2026-04-15,32
1870,22,135.77,618.03,2026-01-20,26
1871,505,3627.21,651.19,2026-06-25,38
1872,2098,4269.64,699.57,2026-05-06,35
1873,965,2098.14,446.46,2026-03-21,32
1874,962,4244.83,369.4,2026-02-13,55
1875,55,579.27,695.0,2026-04-10,19
1876,1568,3346.22,635.68,2026-05-16,11
1877,2975,2032.46,25.74,2026-02-03,16
1878,3,4150.46,937.19,2026-04-09,15
1879,2835,2301.96,676.87,2026-04-11,39
1880,2519,4575.18,452.71,2026-02-09,11
1881,610,4617.49,189.1,2026-03-22,28
1882,523,1496.68,261.48,2026-01-31,8
1883,1368,1225.56,968.59,2026-03-19,39
1884,2389,3673.03,316.55,2026-02-03,17
1885,1776,1271.52,795.95,2026-04-26,57
1886,1055,1066.37,373.86,2026-01-30,2
1887,588,4114.29,788.91,2026-02-25,15
1888,957,2024.29,731.7,2026-01-13,43
1889,2470,3681.65,473.97,2026-03-19,12
1890,1815,4365.58,441.78,2026-04-23,8
1891,2430,3638.91,312.68,2026-03-28,27
1892,1944,4780.3,632.96,2026-05-19,40
1893,2824,1588.32,411.48,2026-05-19,1
1894,124,1549.11,794.85,2026-04-05,56
1895,1042,3533.27,31.12,2026-05-01,4
1896,2758,3796.05,766.19,2026-01-13,39
1897,352,4847.39,480.15,2026-05-26,5
1898,2051,1980.19,869.17,2026-03-20,33
1899,1838,4391.97,271.57,2026-01-25,33
1900,2698,609.3,663.16,2026-05-09,18
1901,807,2376.27,424.4,2026-05-15,24
1902,398,1456.17,281.18,2026-06-23,39
1903,733,4832.05,459.9,2026-01-19,36
1904,689,445.87,340.51,2026-05-26,48
1905,2854,1534.22,395.76,2026-06-21,2
1906,2855,1947.82,98.19,2026-04-18,18
1907,2045,1531.88,431.3,2026-03-02,60
1908,2404,1437.39,987.75,2026-05-28,50
1909,1808,4577.21,315.64,2026-06-04,6
1910,2911,3297.52,575.17,2026-02-02,10
1911,905,2850.08,238.26,2026-04-08,16
1912,1257,1131.52,496.36,2026-05-11,26
1913,2014,1821.5,224.0,2026-03-31,16
1914,2458,2463.43,203.25,2026-01-04,6
1915,860,1041.55,326.3,2026-06-28,54
1916,2782,1528.38,247.02,2026-01-17,48
1917,1708,1184.91,703.48,2026-05-25,1
1918,574,241.89,394.78,2026-05-07,32
1919,2454,606.42,740.82,2026-03-22,40
1920,1266,3931.33,68.84,2026-02-05,3
1921,2495,631.6,770.35,2026-05-08,20
1922,2017,2920.91,968.24,2026-04-15,36
1923,2284,3460.15,896.04,2026-06-08,2
1924,1313,1242.32,525.85,2026-03-29,52
1925,2972,3052.14,556.98,2026-05-22,40
1926,424,2993.46,151.79,2026-02-01,28
1927,1476,195.85,996.64,2026-05-24,37
1928,1227,2639.69,758.99,2026-01-26,19
1929,1108,4989.05,133.57,2026-06-23,49
1930,1910,125.88,574.7,2026-04-11,16
1931,1870,2378.94,424.87,2026-05-20,48
1932,611,504.13,94.78,2026-02-07,41
1933,72,1222.51,246.55,2026-01-09,21
1934,727,1752.01,252.14,2026-02-11,3
1935,2834,968.93,83.37,2026-04-11,16
1936,447,4857.77,266.38,2026-04-26,56
1937,2891,2985.26,420.52,2026-06-11,52
1938,525,4241.52,970.6,2026-01-25,10
1939,787,4027.78,58.11,2026-03-16,38
1940,2035,1386.42,424.94,2026-04-29,16
1941,2588,4411.45,812.54,2026-03-01,30
1942,1700,398.73,532.51,2026-05-13,33
1943,412,523.54,603.3,2026-02-03,31
1944,1936,2263.78,267.96,2026-03-01,16
1945,2699,1783.69,879.5,2026-06-03,44
1946,1066,2696.9,86.83,2026-03-08,42
1947,1045,1035.95,199.02,2026-04-05,36
1948,1505,2393.57,302.3,2026-05-06,43
1949,2577,2501.21,358.6,2026-04-29,44
1950,2503,2349.2,536.81,2026-02-03,18
1951,2307,2199.39,385.33,2026-02-15,3
1952,1389,4520.86,762.64,2026-03-10,34
1953,2745,2138.56,214.4,2026-01-24,1
1954,2244,3370.42,488.29,2026-03-13,58
1955,1877,2566.87,289.13,2026-03-06,55
1956,1750,215.71,325.73,2026-06-07,49
1957,1678,884.72,203.92,2026-05-15,58
1958,2255,1392.83,123.02,2026-03-10,24
1959,1953,455.71,771.88,2026-05-26,12
1960,940,638.41,470.73,2026-03-26,40
1961,321,1718.94,456.23,2026-01-12,29
1962,2831,3698.83,844.44,2026-01-25,21
1963,1855,2248.55,959.39,2026-01-25,6
1964,1696,3825.42,771.65,2026-05-22,22
1965,148,4505.47,808.15,2026-06-28,55
1966,1809,857.65,263.16,2026-01-04,11
1967,717,4474.47,984.22,2026-02-16,33
1968,564,982.98,570.77,2026-06-07,32
1969,138,3748.61,521.45,2026-05-22,22
1970,2304,2332.04,395.15,2026-05-10,47
1971,2681,3029.45,850.84,2026-02-25,14
1972,915,590.02,416.33,2026-03-26,46
1973,1142,766.7,187.77,2026-03-03,40
1974,2713,2027.67,493.09,2026-05-27,16
1975,648,323.84,278.23,2026-03-08,3
1976,1222,3566.98,129.46,2026-01-02,42
1977,1602,1914.7,993.15,2026-03-31,52
1978,688,1463.11,965.16,2026-04-19,50
1979,2616,4383.22,564.09,2026-03-29,32
1980,2108,4082.24,363.53,2026-05-15,47
1981,430,1165.93,904.22,2026-06-21,43
1982,421,4812.64,590.03,2026-06-05,1
1983,456,2730.09,210.82,2026-03-23,15
1984,1523,3052.63,765.93,2026-05-30,32
1985,1858,300.28,645.12,2026-06-20,18
1986,1901,156.69,341.58,2026-06-18,21
1987,2253,2613.25,475.82,2026-01-16,19
1988,68,4286.02,753.59,2026-04-17,26
1989,2083,3546.51,667.58,2026-05-27,25
1990,1025,4782.16,852.3,2026-01-30,26
1991,1995,4228.34,452.28,2026-02-17,28
1992,2350,342.9,843.7,2026-04-29,47
1993,1727,352.26,944.44,2026-06-12,42
1994,2121,1081.41,471.23,2026-05-14,56
1995,2663,4539.63,230.92,2026-03-22,51
1996,2286,2066.82,387.85,2026-03-23,53
1997,2678,4074.75,897.03,2026-01-25,53
1998,1543,2727.06,359.5,2026-05-13,31
1999,954,2779.64,531.63,2026-05-22,34
2000,1037,4957.25,571.56,2026-03-02,44
2001,74,3440.16,722.47,2026-03-18,42
2002,488,185.4,568.74,2026-04-23,54
2003,2721,3314.96,176.23,2026-06-16,37
2004,2841,2166.75,814.85,2026-05-20,52
2005,2199,4944.88,237.56,2026-05-30,21
2006,643,3828.91,75.67,2026-01-07,50
2007,2986,134.06,977.65,2026-02-07,10
2008,2858,4456.07,620.16,2026-05-19,39
2009,2170,2316.73,512.45,2026-04-14,50
2010,1211,3015.6,883.77,2026-02-02,35
2011,1472,389.94,995.43,2026-04-02,26
2012,2370,3055.68,630.56,2026-05-24,34
2013,2160,2597.05,402.92,2026-06-04,23
2014,120,4081.6,343.73,2026-04-07,53
2015,1546,3375.62,900.31,2026-02-05,39
2016,1028,2369.5,93.64,2026-04-18,23
2017,344,3890.27,814.75,2026-06-14,2
2018,87,3203.98,28.55,2026-06-26,5
2019,2664,665.81,965.71,2026-01-03,49
2020,1332,534.83,853.05,2026-04-13,50
2021,2826,231.19,734.41,2026-03-15,20
2022,162,591.34,870.82,2026-01-10,49
2023,2481,1900.76,736.75,2026-03-08,6
2024,2127,3766.18,731.23,2026-02-04,5
2025,788,4113.53,601.22,2026-05-02,44
2026,2382,3777.52,616.86,2026-03-17,6
2027,132,4487.76,612.39,2026-05-25,23
2028,2701,1528.69,900.32,2026-06-17,5
2029,1042,2995.49,686.56,2026-05-17,43
2030,61,438.56,305.4,2026-02-22,47
2031,1558,598.27,823.4,2026-04-19,35
2032,899,2985.6,884.24,2026-06-20,48
2033,1181,932.63,980.43,2026-04-12,6
2034,939,4672.64,697.01,2026-01-14,4
2035,2469,4081.36,227.89,2026-06-23,38
2036,2716,347.53,796.92,2026-04-05,28
2037,1106,1381.08,659.08,2026-04-06,15
2038,141,931.11,574.01,2026-03-14,35
2039,2431,3361.85,567.7,2026-06-20,34
2040,2360,1833.31,146.65,2026-01-05,3
2041,900,2778.65,536.19,2026-06-20,6
2042,1926,3784.54,570.12,2026-01-05,45
2043,1324,1138.92,713.62,2026-06-07,44
2044,570,3918.28,409.83,2026-05-17,33
2045,23,3467.27,97.6,2026-03-25,13
2046,1192,2776.99,892.92,2026-02-03,37
2047,1027,1698.99,872.37,2026-01-02,50
2048,54,114.56,973.88,2026-04-02,53
2049,1264,2400.49,438.76,2026-05-25,16
2050,1044,3971.56,59.9,2026-03-19,2
2051,2937,832.48,57.43,2026-05-24,56
2052,293,2297.57,851.12,2026-01-15,27
2053,1139,683.03,726.66,2026-06-14,60
2054,2235,842.61,517.03,2026-03-27,29
2055,672,2007.24,486.82,2026-04-24,26
2056,64,2796.21,329.13,2026-06-27,26
2057,698,575.1,907.59,2026-01-06,15
2058,1474,1781.75,744.22,2026-06-25,12
2059,1022,3587.91,189.67,2026-01-23,14
2060,2361,4663.32,320.43,2026-06-06,14
2061,562,3184.92,51.85,2026-05-10,18
2062,2007,1312.37,770.41,2026-06-17,49
2063,2120,511.98,990.45,2026-06-28,15
2064,2925,3984.58,602.79,2026-05-19,28
2065,8,4462.71,134.54,2026-04-08,6
2066,2711,3290.16,82.25,2026-02-17,38
2067,1787,3013.76,697.18,2026-01-21,17
2068,197,4776.11,158.03,2026-04-06,10
2069,1246,1950.55,843.1,2026-01-24,55
2070,2542,2819.83,446.0,2026-03-07,11
2071,2308,1588.07,280.74,2026-04-05,24
2072,1590,372.14,40.98,2026-06-20,46
2073,2608,4498.49,674.37,2026-01-05,26
2074,877,3039.38,892.87,2026-05-05,48
2075,2805,2668.12,829.2,2026-01-10,2
2076,1631,2856.59,698.83,2026-06-15,20
2077,2232,3423.77,444.62,2026-06-12,53
2078,369,4727.88,667.59,2026-02-25,12
2079,1332,230.65,855.75,2026-03-18,14
2080,1539,884.26,38.64,2026-03-28,3
2081,2101,2506.64,313.03,2026-01-01,14
2082,1402,459.37,47.73,2026-05-03,20
2083,2675,1164.52,708.83,2026-02-02,37
2084,1203,2334.33,205.0,2026-06-01,10
2085,1581,2829.22,839.79,2026-06-13,46
2086,2615,634.79,692.4,2026-01-03,16
2087,1099,1395.38,571.34,2026-06-10,22
2088,1275,3264.86,52.33,2026-01-20,12
2089,75,451.76,736.0,2026-01-16,39
2090,26,4946.41,275.49,2026-05-19,16
2091,577,2958.29,748.21,2026-04-05,13
2092,1625,4544.02,459.14,2026-02-06,50
2093,344,1556.24,157.16,2026-02-17,18
2094,777,2990.84,58.2,2026-01-21,57
2095,1154,4683.33,903.17,2026-06-16,22
2096,1991,606.48,959.71,2026-05-19,59
2097,2568,4530.9,102.72,2026-06-04,53
2098,2728,3266.08,818.02,2026-06-13,44
2099,746,3688.15,932.46,2026-01-28,0
2100,1266,3297.4,659.62,2026-03-04,56
2101,1239,3818.88,527.69,2026-01-30,44
2102,229,4918.96,28.32,2026-05-20,23
2103,1341,995.26,110.99,2026-06-11,29
2104,861,2676.39,150.14,2026-04-04,12
2105,1703,4157.98,421.82,2026-05-24,43
2106,318,2712.61,139.15,2026-05-04,17
2107,952,2637.59,298.37,2026-04-15,36
2108,2811,3386.93,820.64,2026-05-17,33
2109,180,3326.0,366.36,2026-05-03,40
2110,1791,2442.04,649.23,2026-01-14,55
2111,2721,303.74,910.98,2026-02-27,58
2112,2111,3204.82,807.93,2026-06-05,10
2113,1660,3514.27,951.62,2026-05-26,49
2114,79,4307.9,537.98,2026-01-07,35
2115,2913,4573.81,706.55,2026-06-24,51
2116,2556,2685.02,47.38,2026-06-04,56
2117,1904,2754.19,97.46,2026-06-18,6
2118,2749,2138.33,979.53,2026-02-09,9
2119,1567,557.7,464.6,2026-03-28,22
2120,2084,892.23,898.08,2026-04-18,15
2121,142,1805.37,987.08,2026-01-19,19
2122,1133,1246.91,36.09,2026-06-11,46
2123,1557,1529.78,922.19,2026-04-02,47
2124,857,2676.91,924.8,2026-04-30,10
2125,2804,2616.88,738.16,2026-04-29,28
2126,1047,1368.0,880.93,2026-01-30,30
2127,558,3400.7,174.42,2026-01-25,40
2128,681,1245.46,666.06,2026-04-11,22
2129,9,4314.82,465.44,2026-06-12,24
2130,2264,3520.95,731.13,2026-06-24,23
2131,1087,2599.18,865.25,2026-02-27,45
2132,992,1296.46,700.44,2026-06-06,50
2133,1947,4493.78,236.73,2026-01-28,48
2134,1974,1381.92,782.28,2026-06-18,22
2135,2252,1644.57,812.8,2026-05-31,40
2136,60,2469.08,986.55,2026-04-08,52
2137,1927,4350.94,941.25,2026-01-26,12
2138,2687,1815.08,508.12,2026-03-12,6
2139,2999,4208.8,343.24,2026-04-21,28
2140,366,4893.96,126.75,2026-01-25,32
2141,1814,2994.76,183.66,2026-02-21,10
2142,1614,3373.07,721.25,2026-05-06,38
2143,639,360.64,342.4,2026-05-08,8
2144,410,124.29,914.6,2026-05-04,20
2145,381,3591.67,93.88,2026-06-21,53
2146,1061,1530.31,458.84,2026-01-16,10
2147,2671,4398.32,583.53,2026-02-17,17
2148,747,4138.72,680.27,2026-04-22,59
2149,2771,954.57,66.13,2026-01-24,35
2150,2662,2348.39,297.89,2026-01-19,60
2151,2976,4326.52,439.86,2026-03-28,1
2152,359,4583.54,755.72,2026-04-03,49
2153,2394,1408.29,28.75,2026-04-10,22
2154,2168,4955.34,451.06,2026-03-31,22
2155,1080,668.93,398.19,2026-01-15,24
2156,2549,4432.02,864.6,2026-04-18,14
2157,2102,2994.83,991.12,2026-06-28,47
2158,1296,4245.67,961.57,2026-03-18,45
2159,1312,4309.9,727.58,2026-06-28,50
2160,566,1527.83,36.84,2026-01-22,31
2161,1765,1754.75,522.49,2026-01-03,5
2162,2599,2574.76,197.16,2026-03-15,33
2163,879,629.36,687.26,2026-06-09,30
2164,2819,2564.94,497.14,2026-05-03,44
2165,2377,2088.72,834.16,2026-05-16,13
2166,87,820.66,457.87,2026-02-09,58
2167,398,2730.82,449.71,2026-05-02,46
2168,104,2664.26,211.19,2026-03-03,17
2169,2161,2675.68,558.54,2026-03-31,30
2170,1216,690.78,381.09,2026-03-16,31
2171,1618,803.35,356.8,2026-03-16,6
2172,353,2372.7,476.96,2026-01-21,43
2173,1010,309.36,941.6,2026-06-12,10
2174,1302,478.26,35.97,2026-02-03,34
2175,393,434.73,540.42,2026-02-19,36
2176,1966,1646.61,182.88,2026-06-19,41
2177,2014,3022.62,351.28,2026-04-29,46
2178,132,3892.4,355.14,2026-02-10,49
2179,1591,263.0,486.56,2026-01-07,48
2180,2709,2771.45,191.22,2026-04-23,4
2181,276,1838.26,579.76,2026-04-16,32
2182,672,1200.62,755.19,2026-05-18,42
2183,2783,4733.9,782.12,2026-04-08,37
2184,326,2183.15,571.6,2026-05-13,17
2185,931,592.95,125.66,2026-06-21,10
2186,2702,4676.26,742.61,2026-06-06,49
2187,402,3989.93,113.95,2026-06-28,21
2188,2257,1969.21,29.04,2026-01-02,25
2189,2454,3124.34,873.51,2026-06-11,3
2190,2420,2116.04,533.11,2026-01-19,54
2191,745,1720.04,186.54,2026-03-11,11
2192,926,2088.1,718.88,2026-02-12,22
2193,1089,1197.04,965.06,2026-05-31,10
2194,887,1918.92,666.42,2026-02-20,50
2195,690,1384.88,46.89,2026-03-18,59
2196,2311,2087.72,215.24,2026-03-23,27
2197,1181,267.68,26.93,2026-03-16,27
2198,1526,4440.04,519.98,2026-06-25,36
2199,997,2749.36,646.24,2026-04-09,4
2200,1392,3495.79,395.74,2026-05-08,14
2201,2224,1974.61,710.23,2026-01-29,36
2202,2575,4955.67,179.66,2026-06-11,59
2203,776,1454.19,47.35,2026-02-14,18
2204,1564,1425.43,324.35,2026-05-08,40
2205,1978,4239.52,214.81,2026-05-17,1
2206,222,2286.54,720.01,2026-02-02,10
2207,1136,2408.96,539.71,2026-05-05,22
2208,2215,3158.23,208.88,2026-03-08,5
2209,667,4801.28,85.45,2026-01-08,59
2210,733,3142.44,487.24,2026-05-29,12
2211,2219,4631.99,229.06,2026-04-21,40
2212,262,4895.94,398.5,2026-01-31,14
2213,308,1283.45,864.98,2026-05-14,32
2214,2785,2494.53,424.28,2026-01-16,22
2215,284,2953.65,609.05,2026-05-15,34
2216,2567,1751.64,369.32,2026-05-30,54
2217,1518,297.01,451.53,2026-02-09,8
2218,2479,2309.93,855.15,2026-04-16,15
2219,593,2251.29,435.73,2026-05-04,15
2220,1285,510.3,614.23,2026-04-28,49
2221,1857,1239.95,299.77,2026-05-07,41
2222,1157,3660.94,940.52,2026-01-22,0
2223,1659,515.84,942.01,2026-01-07,52
2224,1827,1421.01,927.58,2026-06-24,46
2225,241,1525.53,948.38,2026-01-27,39
2226,2963,247.05,62.26,2026-06-02,58
2227,2661,2043.91,173.16,2026-06-14,2
2228,989,655.81,244.01,2026-01-23,14
2229,2396,4926.74,359.15,2026-04-01,54
2230,2929,4996.3,865.45,2026-06-25,30
2231,1793,4305.13,508.58,2026-01-28,10
2232,577,4888.19,697.57,2026-03-17,33
2233,2059,3584.59,699.86,2026-05-07,48
2234,2894,4197.63,352.17,2026-03-12,60
2235,2697,1259.83,320.73,2026-06-23,22
2236,2045,2358.51,891.43,2026-04-16,20
2237,1935,4421.06,674.3,2026-03-15,43
2238,60,332.09,183.1,2026-04-25,57
2239,1243,2463.92,494.1,2026-06-26,17
2240,2378,1426.25,542.56,2026-04-05,7
2241,649,3118.18,231.31,2026-04-08,53
2242,1044,1749.92,197.8,2026-03-06,15
2243,2289,4508.82,154.98,2026-05-11,49
2244,656,1717.7,664.39,2026-01-08,34
2245,2395,1998.05,91.2,2026-02-20,35
2246,1047,2344.59,692.53,2026-01-09,24
2247,554,4339.69,100.99,2026-01-25,14
2248,2494,4228.03,132.86,2026-05-10,9
2249,2681,1687.53,28.37,2026-04-29,51
2250,1603,3717.75,701.65,2026-04-13,25
2251,2482,2136.26,206.84,2026-03-06,27
2252,2522,261.88,936.52,2026-01-28,40
2253,204,3487.4,850.47,2026-03-31,30
2254,1827,537.43,819.45,2026-06-28,52
2255,2732,380.94,728.07,2026-03-16,49
2256,2217,125.77,474.92,2026-03-11,22
2257,1585,4095.08,78.35,2026-02-13,3
2258,2032,1227.66,621.62,2026-05-19,60
2259,2156,335.59,952.5,2026-06-28,2
2260,851,1791.27,555.7,2026-04-16,5
2261,1311,2272.59,710.45,2026-01-31,32
2262,2066,604.35,808.91,2026-05-28,56
2263,2446,3480.88,961.86,2026-05-23,26
2264,1621,4694.46,199.35,2026-05-13,48
