transaction_id,from_account_id,to_account_id,amount,transaction_type,channel,status,timestamp
12384,3774,7395,3395.95,Transfer,Mobile,SUCCESS,2026-05-27 15:57:40
12385,11557,4093,2571.67,Withdrawal,ATM,SUCCESS,2026-03-27 23:03:28
12386,10774,861,120.53,Withdrawal,Internet Banking,SUCCESS,2026-03-25 16:17:08
12387,10024,338,8070.85,Transfer,Internet Banking,FAILED,2026-03-28 17:05:17
12388,2119,14292,1892.82,Withdrawal,Internet Banking,SUCCESS,2026-01-05 16:19:00
12389,4351,13768,3868.42,Transfer,ATM,FAILED,2026-04-22 00:29:40
12390,5712,10400,8652.91,Deposit,POS,FAILED,2026-01-04 21:36:48
12391,1830,1249,7660.92,Transfer,Internet Banking,FAILED,2026-05-30 22:55:11
12392,11242,5687,2538.26,Transfer,ATM,FAILED,2026-05-20 18:35:05
12393,6125,6541,4385.96,Deposit,Internet Banking,FAILED,2026-05-06 07:51:15
12394,11511,4070,1689.88,Withdrawal,Internet Banking,SUCCESS,2026-03-01 17:31:13
12395,6860,2354,2104.49,Withdrawal,POS,SUCCESS,2026-05-27 03:24:51
12396,13188,2284,725.19,Transfer,ATM,FAILED,2026-02-24 05:44:19
12397,12042,2534,8272.27,Withdrawal,POS,FAILED,2026-03-23 12:51:24
12398,8265,13233,1232.66,Deposit,Internet Banking,SUCCESS,2026-04-17 23:20:23
12399,5454,12859,705.16,Deposit,POS,FAILED,2026-03-13 20:37:52
12400,14992,10732,9499.06,Deposit,ATM,FAILED,2026-03-09 04:29:57
12401,9065,12821,1955.19,Transfer,Mobile,SUCCESS,2026-03-22 06:16:17
12402,754,1522,8046.7,Transfer,ATM,FAILED,2026-04-24 22:01:32
12403,14438,7229,1153.17,Deposit,ATM,FAILED,2026-04-13 18:52:35
12404,10002,6790,455.69,Withdrawal,ATM,FAILED,2026-03-14 13:04:18
12405,4414,5106,3798.1,Deposit,ATM,FAILED,2026-01-21 15:31:26
12406,6905,9641,2142.75,Transfer,ATM,SUCCESS,2026-05-17 13:32:09
12407,6903,3057,6895.67,Deposit,POS,SUCCESS,2026-02-11 03:46:49
12408,8147,7099,2298.22,Transfer,Mobile,FAILED,2026-05-21 21:18:10
12409,1818,3901,6382.78,Deposit,Internet Banking,SUCCESS,2026-02-07 11:20:24
12410,4503,14426,4165.25,Deposit,POS,SUCCESS,2026-04-12 06:13:26
12411,11232,6866,9169.38,Deposit,ATM,FAILED,2026-01-13 00:12:36
12412,8964,6157,4271.15,Transfer,Internet Banking,FAILED,2026-01-15 08:23:18
12413,1519,3338,1891.47,Transfer,POS,SUCCESS,2026-06-03 03:13:15
12414,3337,7164,7897.98,Transfer,Mobile,SUCCESS,2026-05-03 21:24:10
12415,7216,4267,7712.55,Withdrawal,Internet Banking,SUCCESS,2026-02-20 19:42:15
12416,7115,3069,3628.54,Transfer,Mobile,FAILED,2026-03-04 11:41:07
12417,12835,2248,5051.98,Transfer,POS,FAILED,2026-03-15 22:02:47
12418,7693,8066,6446.43,Transfer,ATM,SUCCESS,2026-01-22 08:39:59
12419,942,4020,3522.33,Deposit,ATM,SUCCESS,2026-02-19 13:02:21
12420,6218,13920,2318.9,Transfer,Internet Banking,FAILED,2026-06-28 09:21:48
12421,9932,3860,3059.57,Transfer,POS,SUCCESS,2026-05-29 05:28:58
12422,11974,3994,5583.41,Withdrawal,Mobile,FAILED,2026-01-31 02:43:02
12423,4685,13993,3925.62,Withdrawal,Internet Banking,SUCCESS,2026-04-12 00:16:05
12424,1552,7515,4584.4,Withdrawal,Internet Banking,SUCCESS,2026-04-30 09:27:34
12425,704,8020,957.3,Transfer,POS,FAILED,2026-05-16 06:05:10
12426,11532,10855,8166.26,Withdrawal,ATM,FAILED,2026-06-17 01:26:14
12427,7692,10206,4948.5,Transfer,Internet Banking,FAILED,2026-01-15 06:46:01
12428,1509,12644,9133.74,Deposit,ATM,SUCCESS,2026-04-04 02:16:56
12429,11785,993,2782.22,Deposit,Mobile,SUCCESS,2026-01-26 16:46:01
12430,12074,603,1358.07,Deposit,Mobile,FAILED,2026-03-21 19:20:25
12431,4830,11532,7454.48,Transfer,POS,SUCCESS,2026-02-20 21:46:31
12432,11107,2838,9247.98,Deposit,ATM,SUCCESS,2026-06-10 01:57:04
12433,7243,9859,4716.25,Deposit,POS,FAILED,2026-01-20 22:38:20
12434,6219,2329,1980.67,Withdrawal,Mobile,FAILED,2026-03-15 12:39:43
12435,833,14076,9071.02,Deposit,Internet Banking,FAILED,2026-06-01 17:27:02
12436,9114,13949,1019.61,Deposit,ATM,SUCCESS,2026-06-08 00:13:38
12437,5588,6758,5238.09,Deposit,POS,SUCCESS,2026-04-14 12:20:30
12438,89,9803,8256.46,Withdrawal,Internet Banking,FAILED,2026-02-01 22:24:22
12439,8023,14014,2200.2,Transfer,POS,FAILED,2026-01-26 21:56:20
12440,5530,13189,7207.69,Transfer,Mobile,SUCCESS,2026-01-28 05:06:21
12441,4228,6867,3197.82,Deposit,Internet Banking,SUCCESS,2026-05-04 19:09:43
12442,6074,5130,5805.41,Withdrawal,Mobile,SUCCESS,2026-04-01 15:40:54
12443,10647,12663,1121.07,Transfer,ATM,SUCCESS,2026-01-06 09:12:20
12444,674,12187,913.42,Deposit,POS,SUCCESS,2026-05-24 17:23:13
12445,12518,5208,1714.45,Withdrawal,ATM,SUCCESS,2026-01-12 08:29:09
12446,9127,54,8784.98,Withdrawal,POS,SUCCESS,2026-04-02 16:41:36
12447,7519,11158,8113.81,Deposit,Mobile,SUCCESS,2026-03-30 18:55:05
12448,10717,11450,4655.32,Deposit,Mobile,FAILED,2026-06-07 06:20:22
12449,1221,3324,449.67,Deposit,ATM,FAILED,2026-01-13 11:26:12
12450,1900,755,9284.08,Withdrawal,ATM,SUCCESS,2026-03-14 12:13:44
12451,12814,10713,2956.81,Withdrawal,Internet Banking,FAILED,2026-05-23 12:38:10
12452,1210,7826,3082.93,Withdrawal,POS,SUCCESS,2026-06-05 17:12:50
12453,10747,80,3183.13,Withdrawal,Mobile,SUCCESS,2026-05-01 21:21:40
12454,10258,5976,9678.19,Deposit,Mobile,SUCCESS,2026-05-23 02:06:17
12455,7206,713,1863.78,Withdrawal,Internet Banking,FAILED,2026-02-27 16:44:18
12456,5762,428,9151.65,Withdrawal,Mobile,SUCCESS,2026-02-27 11:00:46
12457,3258,7628,1029.31,Deposit,POS,SUCCESS,2026-05-07 01:14:51
12458,4981,1942,215.08,Transfer,Mobile,FAILED,2026-05-26 01:51:38
12459,7848,1220,6094.45,Withdrawal,ATM,FAILED,2026-04-26 00:17:31
12460,12868,4292,7131.24,Withdrawal,ATM,FAILED,2026-02-16 20:38:27
12461,4692,3637,4269.94,Withdrawal,Mobile,FAILED,2026-05-29 09:04:49
12462,8312,14892,4640.72,Withdrawal,Mobile,FAILED,2026-01-13 21:17:23
12463,1918,9403,2687.78,Transfer,Internet Banking,SUCCESS,2026-04-05 09:00:31
12464,12209,8984,2361.85,Withdrawal,ATM,FAILED,2026-01-02 18:53:01
12465,14030,10114,6068.56,Transfer,Mobile,FAILED,2026-06-21 15:09:19
12466,12946,575,6793.4,Transfer,POS,FAILED,2026-03-12 05:51:27
12467,14955,5586,4799.21,Deposit,Internet Banking,FAILED,2026-03-05 16:10:50
12468,1958,2556,7188.53,Deposit,Internet Banking,SUCCESS,2026-06-25 04:57:31
12469,9463,3307,1124.29,Withdrawal,Mobile,SUCCESS,2026-03-27 21:54:11
12470,7843,9433,8453.08,Transfer,ATM,FAILED,2026-01-09 06:21:28
12471,12892,2813,2317.82,Withdrawal,Mobile,FAILED,2026-03-17 17:00:05
12472,8973,7254,8006.8,Deposit,POS,SUCCESS,2026-01-06 00:04:46
12473,7348,12910,3049.84,Withdrawal,Mobile,FAILED,2026-03-19 13:02:21
12474,992,11330,4179.91,Withdrawal,Mobile,SUCCESS,2026-03-27 08:07:36
12475,14219,10104,953.55,Withdrawal,ATM,FAILED,2026-05-04 16:04:23
12476,1659,14936,7006.95,Deposit,Mobile,SUCCESS,2026-01-03 22:18:29
12477,8770,11451,9077.2,Deposit,Internet Banking,FAILED,2026-02-11 02:10:46
12478,11216,1931,4956.41,Transfer,Mobile,SUCCESS,2026-04-08 21:46:50
12479,14501,3281,1902.1,Deposit,ATM,FAILED,2026-04-15 15:13:08
12480,2574,1634,5125.01,Transfer,Internet Banking,SUCCESS,2026-01-27 09:46:04
12481,7761,10557,9742.12,Deposit,POS,FAILED,2026-02-28 10:59:45
12482,93,8322,5026.29,Withdrawal,ATM,FAILED,2026-05-31 01:25:12
12483,14668,10360,5708.18,Transfer,Mobile,FAILED,2026-04-18 16:13:22
12484,9270,12690,6466.07,Withdrawal,Mobile,SUCCESS,2026-04-04 09:00:42
12485,6480,2491,2194.38,Deposit,ATM,FAILED,2026-06-27 18:57:49
12486,8972,14526,7110.62,Transfer,POS,FAILED,2026-04-26 06:33:07
12487,6826,10991,392.77,Deposit,POS,FAILED,2026-02-26 18:43:28
12488,6024,10099,5049.08,Deposit,Mobile,FAILED,2026-04-19 01:27:38
12489,8075,5343,879.42,Withdrawal,Mobile,SUCCESS,2026-04-05 23:49:29
12490,3647,2634,1120.99,Deposit,POS,SUCCESS,2026-04-16 15:10:39
12491,11309,4849,1947.71,Transfer,POS,FAILED,2026-01-14 20:37:40
12492,11785,13500,1177.09,Withdrawal,Internet Banking,SUCCESS,2026-04-27 09:30:20
12493,4377,4513,7202.79,Deposit,Internet Banking,FAILED,2026-06-01 17:48:43
12494,12060,6897,286.11,Transfer,Internet Banking,FAILED,2026-03-27 02:44:07
12495,6878,10458,8327.22,Deposit,POS,SUCCESS,2026-04-29 16:00:06
12496,12061,14821,3200.16,Withdrawal,Internet Banking,FAILED,2026-03-06 06:44:19
12497,9792,7695,378.73,Withdrawal,ATM,SUCCESS,2026-01-17 13:04:30
12498,13979,3690,7185.99,Transfer,ATM,SUCCESS,2026-02-26 15:17:02
12499,14910,1997,1897.77,Transfer,ATM,SUCCESS,2026-02-08 12:14:12
12500,9396,14780,5131.65,Deposit,Mobile,SUCCESS,2026-06-06 04:52:56
12501,12591,8762,967.24,Transfer,ATM,FAILED,2026-01-09 13:40:12
12502,6801,9570,1687.4,Withdrawal,Internet Banking,SUCCESS,2026-04-01 17:29:52
12503,1231,13460,1643.33,Deposit,ATM,FAILED,2026-05-25 09:58:22
12504,12100,8333,1438.11,Withdrawal,Internet Banking,FAILED,2026-01-05 07:52:17
12505,6103,1420,9665.41,Withdrawal,Internet Banking,SUCCESS,2026-05-21 11:58:14
12506,2832,2830,2641.77,Deposit,POS,SUCCESS,2026-03-07 12:19:58
12507,4537,2195,6107.08,Deposit,Internet Banking,SUCCESS,2026-04-06 16:07:23
12508,5975,11731,179.0,Withdrawal,POS,FAILED,2026-05-19 19:43:56
12509,11291,4929,8543.3,Withdrawal,Internet Banking,FAILED,2026-01-27 08:20:02
12510,10786,12796,6846.29,Deposit,Mobile,SUCCESS,2026-06-02 13:17:09
12511,11014,11165,4111.36,Transfer,ATM,SUCCESS,2026-02-18 23:46:55
12512,6881,6282,5768.73,Transfer,Mobile,FAILED,2026-03-19 23:14:40
12513,6435,8427,1436.59,Withdrawal,POS,SUCCESS,2026-01-14 14:24:23
12514,1830,5695,624.15,Transfer,Internet Banking,FAILED,2026-01-17 08:01:30
12515,3773,7608,7567.5,Deposit,Internet Banking,SUCCESS,2026-05-28 06:39:27
12516,983,9067,6120.15,Transfer,Internet Banking,FAILED,2026-05-10 03:27:02
12517,11193,4773,8480.83,Deposit,Mobile,SUCCESS,2026-03-19 17:45:04
12518,13476,10004,7657.49,Transfer,Mobile,SUCCESS,2026-04-18 06:52:45
12519,12031,4680,2262.73,Transfer,Mobile,SUCCESS,2026-05-28 13:19:18
12520,420,11972,4628.38,Deposit,ATM,FAILED,2026-06-17 18:13:10
12521,3461,6397,2265.73,Withdrawal,POS,FAILED,2026-06-20 01:33:15
12522,13073,7371,2905.98,Withdrawal,ATM,FAILED,2026-02-16 01:53:25
12523,8476,8291,533.9,Withdrawal,POS,SUCCESS,2026-01-14 18:44:14
12524,2260,14369,279.4,Withdrawal,Mobile,SUCCESS,2026-05-06 17:34:43
12525,3038,1724,2268.59,Withdrawal,ATM,FAILED,2026-01-26 22:57:27
12526,5069,10085,4246.38,Transfer,Internet Banking,FAILED,2026-02-19 08:13:23
12527,5408,5391,4705.46,Deposit,POS,FAILED,2026-04-18 18:33:13
12528,7464,9687,2273.77,Withdrawal,POS,SUCCESS,2026-06-24 15:44:11
12529,7976,13277,8061.39,Deposit,ATM,FAILED,2026-02-20 22:14:09
12530,14038,6198,7220.35,Withdrawal,Mobile,FAILED,2026-03-05 12:08:46
12531,739,8723,4691.73,Withdrawal,ATM,FAILED,2026-05-08 12:49:04
12532,12906,9281,1066.61,Transfer,Mobile,SUCCESS,2026-01-17 15:25:33
12533,13614,13067,1286.22,Transfer,POS,FAILED,2026-03-26 09:09:27
12534,2213,2110,6650.74,Withdrawal,ATM,SUCCESS,2026-03-22 02:59:51
12535,10731,14776,4873.13,Deposit,Mobile,FAILED,2026-02-22 01:22:24
12536,7075,14080,4198.01,Withdrawal,Mobile,FAILED,2026-05-10 11:15:57
12537,13264,8321,6423.91,Withdrawal,Internet Banking,FAILED,2026-01-28 23:05:14
12538,11063,4772,5021.28,Transfer,Mobile,FAILED,2026-05-17 11:47:08
12539,6525,7096,8814.66,Deposit,Internet Banking,SUCCESS,2026-05-30 21:24:30
12540,1691,8977,7157.17,Transfer,ATM,FAILED,2026-06-09 04:52:20
12541,11696,1459,2972.91,Transfer,ATM,SUCCESS,2026-05-31 07:38:22
12542,8654,8427,5816.48,Withdrawal,ATM,SUCCESS,2026-02-25 12:57:07
12543,891,14268,3817.05,Withdrawal,Mobile,FAILED,2026-01-27 03:55:12
12544,13593,7193,6681.08,Deposit,Mobile,FAILED,2026-05-16 14:47:56
12545,11601,3475,4993.39,Withdrawal,Internet Banking,SUCCESS,2026-04-29 12:59:43
12546,2654,6272,4752.81,Transfer,POS,FAILED,2026-01-17 04:00:41
12547,14705,2116,7128.31,Transfer,ATM,FAILED,2026-05-05 10:13:55
12548,14686,153,6105.1,Withdrawal,POS,SUCCESS,2026-06-06 02:01:51
12549,8934,8351,9343.12,Withdrawal,POS,FAILED,2026-06-02 01:12:18
12550,10733,1806,5465.64,Transfer,POS,FAILED,2026-03-27 10:49:32
12551,13661,13925,293.36,Withdrawal,ATM,SUCCESS,2026-06-10 13:11:23
12552,637,3652,8279.91,Transfer,POS,SUCCESS,2026-03-03 16:20:14
12553,11346,5869,8754.39,Withdrawal,POS,SUCCESS,2026-02-08 02:47:44
12554,55,13663,7536.9,Withdrawal,ATM,FAILED,2026-02-27 22:39:19
12555,14063,12682,6095.0,Deposit,ATM,FAILED,2026-06-23 21:30:49
12556,14182,8669,644.65,Transfer,Mobile,SUCCESS,2026-05-28 14:00:23
12557,9123,4792,3723.24,Transfer,POS,SUCCESS,2026-03-02 01:42:31
12558,12199,121,7225.2,Deposit,Mobile,SUCCESS,2026-05-25 21:33:20
12559,11070,10463,5772.66,Deposit,POS,SUCCESS,2026-05-28 03:09:25
12560,667,14910,321.76,Deposit,POS,SUCCESS,2026-03-16 21:43:20
12561,11165,12921,7005.79,Transfer,ATM,FAILED,2026-02-05 04:20:39
12562,7980,1681,2372.07,Withdrawal,Internet Banking,FAILED,2026-04-11 14:50:29
12563,5612,11512,7642.45,Withdrawal,Internet Banking,SUCCESS,2026-03-23 11:58:42
12564,6231,14099,822.68,Deposit,POS,FAILED,2026-01-17 06:43:39
12565,768,13627,337.08,Deposit,ATM,SUCCESS,2026-04-12 14:21:07
12566,11991,9336,1069.93,Withdrawal,POS,SUCCESS,2026-01-30 01:02:08
12567,7611,4533,4854.69,Withdrawal,Internet Banking,FAILED,2026-02-19 20:01:17
12568,4982,5202,9184.8,Withdrawal,Mobile,SUCCESS,2026-06-10 19:27:25
12569,4138,12133,6416.47,Transfer,Internet Banking,FAILED,2026-03-06 09:23:28
12570,10125,7984,4064.82,Transfer,POS,SUCCESS,2026-06-06 14:51:25
12571,6697,12486,2011.98,Withdrawal,Mobile,FAILED,2026-05-04 12:53:19
12572,2459,12057,4599.15,Deposit,ATM,FAILED,2026-02-10 08:27:49
12573,5826,14894,2245.67,Withdrawal,Mobile,FAILED,2026-02-07 22:02:09
12574,14850,3527,80.45,Transfer,Internet Banking,FAILED,2026-04-20 10:15:00
12575,9512,14762,6728.41,Transfer,ATM,FAILED,2026-06-01 12:03:19
12576,6454,8089,417.36,Withdrawal,Internet Banking,FAILED,2026-05-11 10:59:17
12577,13008,888,2611.29,Deposit,Internet Banking,SUCCESS,2026-02-18 17:24:04
12578,6039,11191,110.57,Withdrawal,POS,SUCCESS,2026-03-19 22:12:30
12579,2314,1502,2643.64,Transfer,Internet Banking,FAILED,2026-02-24 00:16:09
12580,10102,13665,4232.87,Deposit,Internet Banking,FAILED,2026-01-29 20:59:37
12581,10394,1630,5079.39,Deposit,POS,FAILED,2026-03-10 01:59:59
12582,6500,13396,5316.63,Transfer,POS,SUCCESS,2026-01-18 02:19:25
12583,13585,11320,7220.18,Withdrawal,ATM,SUCCESS,2026-01-01 13:32:06
12584,10426,12070,4102.56,Transfer,POS,FAILED,2026-02-14 21:18:28
12585,9204,3181,7550.49,Transfer,Internet Banking,SUCCESS,2026-05-27 16:34:40
12586,7999,9668,1759.49,Deposit,Internet Banking,SUCCESS,2026-03-23 00:43:13
12587,12889,8756,1302.27,Withdrawal,POS,FAILED,2026-02-20 22:26:28
12588,8963,2862,5766.24,Deposit,ATM,FAILED,2026-04-04 04:42:37
12589,3953,13422,5042.3,Transfer,POS,FAILED,2026-06-23 05:51:41
12590,13363,1825,3643.21,Transfer,ATM,SUCCESS,2026-05-10 21:09:47
12591,11723,8665,8740.06,Transfer,ATM,SUCCESS,2026-03-13 17:18:41
12592,13947,14659,4317.08,Transfer,Mobile,FAILED,2026-01-08 03:53:29
12593,549,6727,1684.49,Deposit,Internet Banking,SUCCESS,2026-01-16 02:24:57
12594,7554,5934,4527.99,Transfer,POS,SUCCESS,2026-05-13 23:39:26
12595,1510,10892,3256.03,Withdrawal,Mobile,FAILED,2026-05-11 15:15:14
12596,5002,4659,8429.39,Withdrawal,Internet Banking,SUCCESS,2026-01-24 15:48:26
12597,8308,7879,9987.06,Transfer,Mobile,SUCCESS,2026-06-08 04:18:34
12598,2791,13459,4333.54,Withdrawal,POS,SUCCESS,2026-03-14 03:09:09
12599,13100,12960,1861.42,Transfer,Internet Banking,SUCCESS,2026-04-17 22:56:28
12600,14669,475,4948.37,Transfer,POS,FAILED,2026-05-03 11:07:41
12601,4346,3254,3307.62,Withdrawal,Internet Banking,FAILED,2026-06-17 02:55:48
12602,6971,14386,1927.78,Withdrawal,Internet Banking,FAILED,2026-05-03 08:52:56
12603,10313,5005,8260.72,Withdrawal,ATM,FAILED,2026-05-10 09:23:14
12604,11997,6198,5932.02,Transfer,ATM,SUCCESS,2026-02-26 08:30:22
12605,446,8118,9873.47,Deposit,POS,FAILED,2026-06-22 06:58:48
12606,9831,6589,6028.96,Transfer,Internet Banking,SUCCESS,2026-01-06 08:14:34
12607,5203,2351,5206.98,Transfer,POS,SUCCESS,2026-01-18 02:50:28
12608,5570,12022,6241.36,Withdrawal,Mobile,FAILED,2026-01-02 19:19:44
12609,2654,1357,488.9,Withdrawal,POS,FAILED,2026-05-28 15:46:07
12610,6558,436,9971.69,Deposit,Internet Banking,FAILED,2026-06-12 20:17:06
12611,11538,9229,4724.62,Withdrawal,Internet Banking,FAILED,2026-06-20 17:25:39
12612,1652,12277,8461.47,Deposit,Internet Banking,SUCCESS,2026-02-11 21:01:03
12613,8114,2205,3171.93,Transfer,Mobile,FAILED,2026-04-08 20:54:30
12614,12928,3862,8495.88,Deposit,Internet Banking,FAILED,2026-03-06 10:54:23
12615,887,13730,1098.23,Withdrawal,ATM,SUCCESS,2026-04-07 05:45:20
12616,1962,14538,13.82,Transfer,Mobile,SUCCESS,2026-06-29 05:52:15
12617,8086,11766,5910.37,Withdrawal,Internet Banking,SUCCESS,2026-03-25 20:52:16
12618,7913,3591,9803.64,Transfer,Internet Banking,FAILED,2026-03-18 00:34:36
12619,6038,7912,5727.18,Transfer,ATM,SUCCESS,2026-05-09 08:40:34
12620,11924,7166,1686.65,Transfer,ATM,SUCCESS,2026-03-07 04:58:03
12621,7315,2472,3643.92,Withdrawal,POS,FAILED,2026-06-21 23:02:12
12622,1200,880,3051.8,Deposit,ATM,FAILED,2026-04-17 22:57:42
12623,9556,6708,6831.59,Transfer,ATM,SUCCESS,2026-01-05 11:44:16
12624,6393,3602,3202.38,Withdrawal,Mobile,SUCCESS,2026-06-24 03:48:20
12625,11067,2498,2114.02,Transfer,Mobile,SUCCESS,2026-04-22 05:51:29
12626,5966,12453,9467.95,Transfer,POS,SUCCESS,2026-03-14 20:27:17
12627,12642,3989,3105.51,Withdrawal,ATM,SUCCESS,2026-02-05 01:28:53
12628,2224,4020,6138.61,Transfer,Internet Banking,SUCCESS,2026-01-10 13:10:26
12629,5491,13893,6816.47,Transfer,Mobile,FAILED,2026-01-05 13:06:53
12630,3397,12260,8887.25,Deposit,POS,SUCCESS,2026-04-03 22:56:29
12631,2560,12833,8944.2,Deposit,ATM,SUCCESS,2026-03-30 02:59:24
12632,13837,11149,2471.75,Deposit,POS,FAILED,2026-03-20 05:51:33
12633,8511,11778,3814.91,Transfer,Mobile,SUCCESS,2026-02-12 16:56:01
12634,13318,3031,1952.33,Transfer,ATM,SUCCESS,2026-02-03 21:21:47
12635,8389,7110,2680.07,Transfer,POS,FAILED,2026-01-13 00:47:29
12636,3938,11404,5978.48,Deposit,ATM,FAILED,2026-04-25 04:35:52
12637,4848,13157,9829.97,Withdrawal,ATM,SUCCESS,2026-02-23 19:40:07
12638,6063,11538,4718.78,Transfer,POS,SUCCESS,2026-02-05 02:48:22
12639,3059,11117,3478.25,Deposit,ATM,SUCCESS,2026-01-09 04:11:50
12640,13482,12645,7349.87,Transfer,ATM,SUCCESS,2026-03-22 22:21:01
12641,5224,9423,6393.96,Deposit,POS,SUCCESS,2026-01-18 04:59:23
12642,7272,12621,8364.14,Transfer,POS,FAILED,2026-06-24 13:51:30
12643,8756,4602,2736.91,Deposit,ATM,FAILED,2026-04-19 19:12:42
12644,4518,3610,2011.93,Withdrawal,ATM,SUCCESS,2026-02-02 01:06:38
12645,11934,2758,6952.95,Transfer,Internet Banking,FAILED,2026-01-26 05:08:57
12646,3291,1880,253.82,Transfer,Mobile,FAILED,2026-06-20 19:07:52
12647,6860,3495,6304.17,Deposit,Internet Banking,FAILED,2026-01-17 15:40:38
12648,1305,13416,921.01,Deposit,ATM,FAILED,2026-03-05 16:32:10
12649,3743,4086,8359.2,Deposit,Mobile,FAILED,2026-04-13 21:32:52
12650,456,4001,1642.2,Withdrawal,Internet Banking,SUCCESS,2026-05-06 02:39:01
12651,8245,13282,4594.71,Transfer,Mobile,FAILED,2026-05-17 08:07:49
12652,13698,6455,6622.45,Withdrawal,Internet Banking,SUCCESS,2026-01-01 11:27:10
12653,5320,3356,481.68,Deposit,Internet Banking,SUCCESS,2026-03-14 19:56:04
12654,14437,7702,9943.93,Withdrawal,ATM,FAILED,2026-04-09 06:13:40
12655,7612,12177,4684.44,Transfer,ATM,SUCCESS,2026-04-19 02:15:23
12656,7866,12932,7308.16,Transfer,POS,FAILED,2026-04-24 16:46:50
12657,6725,3400,9920.0,Withdrawal,Internet Banking,FAILED,2026-01-11 18:43:00
12658,78,4480,999.23,Deposit,Internet Banking,FAILED,2026-03-03 01:29:44
12659,5505,13724,8641.62,Withdrawal,POS,FAILED,2026-01-04 18:56:56
12660,1834,12517,6298.4,Withdrawal,ATM,FAILED,2026-06-06 14:00:07
12661,9633,6029,9074.61,Withdrawal,Mobile,FAILED,2026-01-17 11:00:56
12662,2765,11363,1580.18,Transfer,Mobile,SUCCESS,2026-05-21 19:05:39
12663,12330,3586,1267.95,Transfer,ATM,SUCCESS,2026-01-23 00:02:19
12664,6599,6396,2849.45,Deposit,ATM,SUCCESS,2026-05-27 11:12:28
12665,1436,9264,3176.69,Deposit,Internet Banking,FAILED,2026-05-19 20:37:39
12666,12706,3003,1966.59,Transfer,ATM,SUCCESS,2026-06-15 05:26:24
12667,7424,14396,7963.73,Transfer,Mobile,SUCCESS,2026-06-26 03:23:18
12668,10473,5129,8813.34,Deposit,ATM,FAILED,2026-06-27 07:55:28
12669,14006,1438,3843.82,Transfer,Internet Banking,SUCCESS,2026-06-21 07:59:49
12670,1393,9048,5980.3,Withdrawal,Mobile,SUCCESS,2026-03-22 14:14:16
12671,14701,5849,5172.11,Deposit,Internet Banking,SUCCESS,2026-01-02 03:09:12
12672,11462,3622,6011.91,Deposit,ATM,SUCCESS,2026-05-27 16:55:14
12673,7296,14777,7456.27,Transfer,Internet Banking,FAILED,2026-01-25 13:02:46
12674,13462,3723,648.98,Transfer,POS,FAILED,2026-05-16 07:44:56
12675,3525,1994,136.2,Transfer,POS,FAILED,2026-04-26 17:07:54
12676,9345,5189,8321.12,Transfer,Internet Banking,FAILED,2026-05-25 08:42:29
12677,7027,9252,9903.69,Transfer,ATM,FAILED,2026-01-09 21:57:02
12678,6394,12602,2205.92,Transfer,ATM,FAILED,2026-02-24 11:28:16
12679,6988,11573,9239.64,Withdrawal,Mobile,FAILED,2026-06-15 09:50:12
12680,1019,5310,5371.51,Withdrawal,Mobile,FAILED,2026-05-05 06:37:12
12681,14187,3135,9752.77,Deposit,Mobile,FAILED,2026-01-06 09:03:48
12682,6387,2203,1.22,Transfer,POS,SUCCESS,2026-03-08 16:16:05
12683,1336,1326,2674.1,Withdrawal,ATM,FAILED,2026-05-01 14:49:48
12684,12156,2150,6704.46,Transfer,Mobile,FAILED,2026-04-12 06:35:08
12685,3340,9395,771.22,Transfer,ATM,FAILED,2026-02-08 04:47:44
12686,10806,9241,7284.91,Transfer,ATM,FAILED,2026-04-15 10:28:52
12687,383,4835,947.37,Withdrawal,Mobile,FAILED,2026-03-23 17:41:49
12688,4650,2164,5066.06,Deposit,Mobile,FAILED,2026-06-25 00:41:42
12689,2576,819,3247.91,Withdrawal,Internet Banking,SUCCESS,2026-05-19 01:42:16
12690,1570,7794,1389.49,Transfer,ATM,FAILED,2026-02-26 13:12:18
12691,7739,5508,7827.57,Deposit,Mobile,SUCCESS,2026-05-18 07:27:52
12692,8341,5579,336.24,Deposit,Mobile,SUCCESS,2026-05-12 06:39:55
12693,12621,1566,4242.25,Deposit,POS,FAILED,2026-01-16 06:41:34
12694,6222,9619,7378.28,Transfer,ATM,FAILED,2026-02-15 14:39:38
12695,8137,13295,8500.36,Withdrawal,ATM,FAILED,2026-05-11 18:42:54
12696,12725,11719,7275.43,Deposit,ATM,FAILED,2026-01-16 07:46:48
12697,4754,9154,9594.29,Deposit,Internet Banking,FAILED,2026-02-22 23:54:00
12698,69,3496,7542.05,Withdrawal,ATM,SUCCESS,2026-06-27 02:37:52
12699,8480,8023,3544.5,Withdrawal,Mobile,SUCCESS,2026-02-28 19:23:32
12700,3896,1355,8398.92,Deposit,POS,SUCCESS,2026-04-10 03:24:11
12701,10571,12970,504.62,Withdrawal,POS,SUCCESS,2026-04-12 01:58:38
12702,14349,13411,9969.22,Transfer,POS,FAILED,2026-02-20 13:14:29
12703,11651,4403,4562.23,Transfer,Mobile,FAILED,2026-03-05 03:46:01
12704,2480,13921,4855.92,Deposit,Internet Banking,FAILED,2026-02-12 14:49:26
12705,7334,3501,8517.66,Withdrawal,Internet Banking,SUCCESS,2026-02-18 03:44:45
12706,13969,3874,8524.18,Withdrawal,Internet Banking,FAILED,2026-04-18 21:29:02
