loan_id,customer_id,account_id,loan_amount,interest_rate,term_months,status
629,3018,1093,218919.12,6.68,36,Default
630,213,7167,790587.41,7.82,48,Active
631,7204,9584,483976.4,4.11,12,Active
632,3241,10626,895573.19,14.55,24,Active
633,3229,13837,675900.3,6.09,24,Closed
634,4003,2187,861564.48,3.24,48,Closed
635,1237,11422,955758.78,13.67,12,Active
636,8353,9646,617827.82,7.33,48,Default
637,197,498,656512.0,3.85,48,Closed
638,7331,12560,557507.32,4.23,48,Closed
639,2162,5958,190738.9,7.37,24,Closed
640,9635,14785,291897.12,13.89,12,Active
641,2454,4561,473297.06,12.61,12,Closed
642,2559,13554,76181.41,13.04,36,Active
643,1251,2317,226360.55,5.15,12,Closed
644,7069,14602,664853.48,7.29,48,Default
645,792,10045,107645.45,3.51,48,Closed
646,9705,3970,231406.92,11.7,24,Closed
647,1235,1485,10371.41,12.52,36,Closed
648,3302,6687,966309.67,9.18,48,Closed
649,4531,13310,167627.96,14.08,36,Active
650,6910,7423,251651.19,12.23,12,Default
651,9067,4899,139371.21,10.88,12,Default
652,9292,9788,966860.53,3.07,24,Default
653,4600,10361,910324.46,7.13,48,Default
654,3182,14186,940137.59,8.55,36,Active
655,459,10472,169689.86,14.88,48,Default
656,4764,9203,988901.0,8.58,12,Default
657,951,13078,849849.28,5.22,48,Active
658,6851,14996,972339.45,5.18,12,Closed
659,6553,10118,416352.54,11.07,48,Active
660,1023,10141,174957.41,7.57,48,Active
661,7890,8637,501378.64,7.65,12,Active
662,6484,4195,850276.46,3.54,12,Default
663,925,11628,567908.13,14.14,24,Active
664,4893,12956,460558.5,7.18,12,Default
665,4579,9777,811083.39,4.56,12,Active
666,7304,10757,408264.06,9.94,12,Closed
667,847,14962,720845.93,13.62,48,Closed
668,702,3313,550056.33,11.99,12,Closed
669,7586,12898,566811.0,12.02,24,Closed
670,8234,12472,785176.36,3.43,24,Active
671,72,11740,185438.22,10.99,48,Active
672,5500,3128,317006.27,10.83,48,Active
673,9461,2091,71137.96,14.59,48,Closed
674,7016,13080,53892.43,4.74,48,Active
675,7306,8398,722850.83,8.85,12,Active
676,3116,5842,991917.08,3.72,12,Closed
677,7763,10503,367501.83,7.93,48,Closed
678,2370,5730,859578.37,10.1,48,Closed
679,5835,2247,201814.35,12.2,24,Closed
680,5813,14205,505525.33,14.69,48,Closed
681,7424,7308,470063.16,9.56,36,Active
682,9792,9424,216900.02,12.24,48,Closed
683,375,22,334462.97,3.17,36,Closed
684,8144,830,654971.78,10.47,48,Active
685,268,29,516236.16,11.07,12,Default
686,5019,2892,660340.42,7.27,48,Default
687,5161,10223,633979.0,9.33,12,Closed
688,8690,498,177585.54,4.73,12,Default
689,4683,3209,82208.75,6.32,36,Closed
690,7296,9525,842609.3,4.48,12,Closed
691,8399,10418,615159.2,6.83,12,Default
692,4518,2335,813424.35,4.16,48,Active
693,7864,12972,499776.27,14.28,48,Default
694,7267,11240,297648.07,4.41,48,Default
695,5798,14631,559211.9,4.53,24,Active
696,6119,11189,204356.44,6.25,12,Closed
697,9786,2682,437723.86,6.29,24,Active
698,3629,1459,341135.84,3.47,12,Closed
699,633,11733,584906.4,6.28,24,Closed
700,4966,57,41915.56,12.38,12,Default
701,9715,6951,356353.84,4.48,12,Closed
702,7713,5144,75168.29,4.5,12,Closed
703,6860,12677,287465.21,8.25,24,Active
704,1808,8935,593118.35,9.7,48,Default
705,7087,3090,469576.05,14.74,36,Closed
706,6375,3428,154983.87,13.04,48,Active
707,3062,12941,928327.13,11.23,48,Active
708,7946,2294,23571.99,4.97,48,Default
709,9944,8370,383040.26,13.67,36,Active
710,6710,3772,501623.89,13.97,24,Closed
711,9370,8295,382178.05,7.75,12,Active
712,312,3192,694193.43,4.08,12,Active
713,1499,8221,466514.91,8.73,24,Default
714,5667,3856,154614.14,6.96,12,Default
715,3928,4392,823884.57,11.37,24,Active
716,7502,10017,374539.33,11.6,36,Default
717,7093,6357,576329.99,14.18,24,Closed
718,4020,7450,478724.76,13.67,48,Active
719,6271,12821,628237.1,5.81,48,Active
720,5215,10958,958258.33,11.06,36,Closed
721,7973,90,609988.12,6.05,24,Active
722,9558,10180,690323.71,8.93,36,Closed
723,5661,6683,977626.47,4.54,24,Active
724,5368,9292,761928.05,11.17,24,Closed
725,9015,218,246036.12,11.6,24,Default
726,5315,4353,417338.36,9.24,48,Active
727,9491,6608,373219.81,5.13,24,Default
728,7966,9036,100546.37,14.46,24,Closed
729,3510,322,71643.32,3.42,24,Default
730,1921,6649,415229.6,11.92,36,Active
731,6428,10339,231726.79,7.1,48,Active
732,862,12539,400932.2,3.88,48,Default
733,6122,3293,709211.19,5.29,24,Closed
734,1096,7399,35262.96,8.13,36,Default
735,56,4770,901761.66,13.63,48,Closed
736,2081,1707,419968.28,5.43,48,Default
737,1378,4358,550321.78,3.64,36,Default
738,5826,9113,116537.95,5.58,36,Active
739,817,9692,448765.05,13.86,36,Closed
740,5302,10820,931945.75,4.61,36,Default
741,6623,4220,797780.23,7.12,12,Closed
742,6819,11535,374464.23,6.23,12,Default
743,5628,9424,34800.41,6.51,48,Default
744,5937,14768,422007.28,13.75,48,Default
745,6269,13693,138324.54,3.36,48,Default
746,2640,1867,211264.99,6.01,24,Closed
747,3779,10496,206269.44,10.38,24,Closed
748,1441,9711,916042.99,11.16,36,Active
749,6002,10972,463513.42,7.59,48,Closed
750,1302,163,840815.0,9.24,12,Closed
751,7367,5450,398322.93,14.45,24,Active
752,9981,5464,280067.6,3.13,36,Active
753,3086,6244,642942.43,11.41,12,Closed
754,1631,14286,999278.39,12.41,36,Closed
755,541,9759,737333.97,7.7,48,Closed
756,1085,12508,845026.23,8.92,24,Active
757,1544,7165,983550.54,3.9,24,Active
758,788,5192,514230.23,10.79,48,Active
759,9973,7776,176274.15,5.81,12,Closed
760,188,14000,988125.9,7.93,24,Active
761,4048,11812,863355.19,5.94,36,Active
762,7063,13629,911007.67,6.56,12,Default
763,809,5835,585007.97,13.61,24,Default
764,5465,10738,946759.01,11.54,48,Closed
765,2808,1235,936428.87,4.75,24,Closed
766,1555,7941,429775.32,13.67,12,Closed
767,6889,13810,596127.37,11.47,12,Closed
768,8302,5015,462323.84,3.01,12,Default
769,2353,5087,204946.47,12.93,36,Closed
770,146,2158,715920.23,10.26,12,Closed
771,696,8806,130536.15,4.32,36,Closed
772,3989,14135,968315.4,9.32,12,Default
773,2875,6531,264841.23,13.09,24,Active
774,5855,7602,313545.98,6.82,36,Closed
775,8956,3176,841898.78,9.13,12,Active
776,4486,5656,756736.03,10.91,36,Default
777,9573,9237,478363.32,10.28,12,Default
778,6572,4168,337008.25,11.39,36,Default
779,1863,10860,558816.41,13.32,36,Active
780,6933,2783,58545.86,3.12,48,Closed
781,1695,3748,589290.47,8.14,36,Default
782,5137,13083,27111.07,6.24,12,Closed
783,8128,1034,682256.08,10.33,36,Active
784,5630,11644,911550.77,11.88,36,Default
785,7472,12004,90955.71,10.88,12,Default
786,7640,2627,845541.02,9.57,12,Closed
787,1956,8539,558786.05,3.55,36,Default
788,8802,11352,830806.91,6.89,48,Default
789,444,4624,405079.35,10.6,36,Closed
790,6050,1865,938885.01,6.18,36,Active
791,1049,11760,594797.29,12.67,36,Closed
792,5689,9334,240419.15,6.67,24,Default
793,8680,2408,244077.86,11.5,12,Active
794,107,12149,858636.08,14.45,36,Default
795,9461,14672,492578.84,12.53,24,Active
796,633,591,931025.75,9.03,12,Default
797,2799,14467,974405.47,6.2,36,Default
798,8916,11057,609384.61,13.73,48,Active
799,9230,13956,247755.23,12.28,48,Closed
800,5777,13311,645790.22,5.41,36,Active
801,991,11199,343691.71,10.07,24,Active
802,6843,14738,700872.58,11.86,24,Closed
803,1752,602,445184.82,14.0,48,Active
804,7384,2090,254491.08,12.52,12,Closed
805,3959,2986,881223.4,14.14,36,Closed
806,1144,10847,35159.75,12.05,12,Active
807,1201,7187,509569.51,8.92,36,Default
808,8688,14392,570384.13,4.91,24,Active
809,2483,3465,536912.86,12.35,12,Closed
810,85,5921,942469.5,9.51,24,Closed
811,9207,3655,94970.27,14.83,48,Default
812,7100,9088,358269.9,12.59,36,Active
813,5517,12695,712259.25,3.19,48,Active
814,1997,1830,46193.13,14.48,36,Default
815,9542,5224,918809.06,5.62,48,Default
816,5994,14787,629883.35,10.41,48,Active
817,5859,13666,545552.02,14.5,24,Active
818,4372,5137,895961.14,11.93,36,Active
819,3490,4636,877496.51,13.92,48,Default
820,3809,9621,910450.36,8.71,12,Closed
821,978,14221,359211.35,12.56,48,Active
822,3499,13650,777501.31,4.89,36,Active
823,7573,13455,255597.65,14.63,36,Default
824,1290,6658,631314.54,11.75,36,Default
825,2649,4041,334793.27,9.79,24,Active
826,60,9758,471376.5,7.52,12,Active
827,7981,2764,821237.5,10.36,36,Active
828,8302,9743,48062.78,10.79,48,Active
829,6446,8562,297849.13,14.72,36,Active
830,1530,518,119597.8,9.75,12,Closed
831,8526,9828,989617.5,8.79,36,Closed
832,8221,12518,549731.3,4.64,24,Closed
833,4978,14303,745454.02,14.63,24,Active
834,7469,2567,958482.73,13.77,12,Default
835,404,7788,300059.51,6.34,36,Active
836,2433,2974,10410.52,9.88,48,Active
837,6953,14266,445248.91,14.56,24,Active
838,6791,47,290099.52,3.85,24,Default
839,6996,10062,76885.28,10.18,12,Closed
840,5050,12596,248274.1,9.74,24,Default
841,4634,10197,844894.57,6.4,48,Active
842,3172,13455,699562.12,7.98,48,Default
843,5222,1413,975172.64,14.18,24,Active
844,1738,10505,353565.97,14.01,12,Active
845,1895,14530,839794.54,12.81,36,Active
846,1680,13031,458983.52,7.68,36,Closed
847,8135,10095,977718.49,10.71,12,Closed
848,9929,13194,486273.14,13.6,36,Active
849,235,1818,847198.71,5.62,12,Active
850,6260,8989,174242.54,12.32,12,Closed
851,1152,8225,667951.13,12.65,12,Default
852,6017,10574,53799.5,4.36,36,Active
853,6357,514,206272.08,11.28,12,Default
854,7621,6940,558003.77,10.82,48,Default
855,6614,11995,348953.91,12.61,12,Active
856,8361,586,70559.21,13.33,48,Active
857,1633,2440,255329.18,8.26,12,Active
858,1004,4453,235374.96,6.31,36,Closed
859,9720,7694,557578.21,12.69,24,Default
860,57,12714,775041.15,8.45,36,Default
861,5645,9359,512616.21,10.36,24,Active
862,1015,2414,311027.85,6.07,48,Active
863,9930,6317,262908.54,12.71,24,Active
864,3584,6839,778508.9,9.79,36,Active
865,6825,1291,845284.19,7.06,12,Active
866,3829,4128,464789.7,9.56,36,Active
867,5939,815,292655.2,9.35,36,Default
868,943,1056,350807.35,10.59,12,Closed
869,4831,2779,609444.84,13.6,24,Closed
870,3672,9960,676788.19,13.4,36,Closed
871,446,1120,608226.66,9.37,12,Closed
872,6320,6991,253660.05,3.06,24,Default
873,3258,11679,840059.02,11.12,48,Default
874,7339,13227,74760.21,12.77,12,Closed
875,5141,9101,400799.5,10.29,36,Default
876,6548,3673,548875.67,3.98,24,Default
877,4224,10948,337829.04,4.87,48,Active
878,1956,9052,882446.92,6.98,24,Default
879,4860,5670,822000.16,8.82,48,Active
880,1246,12180,313848.88,8.08,48,Active
881,4466,6048,163014.28,9.66,24,Active
882,7987,935,547633.1,5.21,36,Active
883,4622,11941,889138.77,13.34,24,Closed
884,2294,7950,312817.84,7.71,36,Closed
885,3297,1538,408245.46,3.74,12,Closed
886,7334,11074,625556.3,7.01,48,Default
887,2684,10571,59253.43,10.55,36,Active
888,5005,11297,764213.97,6.3,24,Active
889,3322,13044,744893.61,5.64,48,Active
890,5442,8323,905185.71,9.35,48,Default
891,9521,2450,157632.2,3.57,12,Closed
892,9152,3200,37640.95,11.9,36,Active
893,1115,11182,697423.08,3.01,24,Closed
894,4557,8194,577637.84,5.45,36,Default
895,8375,2981,30528.46,13.47,36,Closed
896,6027,14563,709056.25,5.62,48,Default
897,963,5371,264594.77,13.21,24,Default
898,4460,8412,270541.8,7.56,24,Closed
899,4681,2179,894468.21,4.26,48,Active
900,8088,53,559854.06,7.65,48,Closed
901,9647,11584,305958.86,11.2,36,Closed
902,5651,13115,576216.17,4.87,36,Default
903,8169,7226,117976.33,6.96,36,Active
904,5048,1213,739011.4,11.98,48,Closed
905,8228,4213,805784.29,14.31,12,Active
906,1436,11752,372399.47,7.37,24,Default
907,352,4033,946025.69,14.93,12,Closed
908,6650,3937,698492.48,3.34,48,Closed
909,5443,6157,374498.73,13.77,12,Closed
910,5203,141,604234.14,8.31,36,Default
911,5421,8425,282874.46,10.22,48,Closed
912,1991,13188,562742.38,13.13,36,Active
913,7852,5558,30936.1,7.41,12,Active
914,6579,4962,281418.94,5.85,24,Default
915,7389,6941,866363.88,3.9,12,Closed
916,1369,8927,756822.92,3.92,12,Active
917,6279,4030,164235.84,8.77,36,Default
918,1957,663,393400.79,12.31,48,Closed
919,9220,5020,822740.23,14.47,36,Active
920,5834,14390,801107.11,6.09,24,Default
921,1682,4937,468669.83,9.49,24,Closed
922,4300,10605,189959.03,5.37,12,Default
923,2064,3519,566464.0,4.96,24,Default
924,5607,9559,973485.65,8.36,36,Closed
925,173,10473,704205.07,10.88,12,Default
926,1946,5358,578851.11,5.32,24,Default
927,6773,12342,745526.71,14.75,36,Default
928,3641,12486,878101.6,5.05,24,Active
929,176,13037,170819.77,5.25,24,Active
930,8679,11636,985064.89,3.33,36,Active
931,5952,11836,226343.12,14.39,36,Default
932,4798,7879,304106.86,6.21,48,Active
933,7799,11704,803089.24,3.78,24,Closed
934,9093,12347,334191.64,8.95,48,Active
935,7052,12163,951190.74,8.44,12,Active
936,3324,9077,551342.47,13.25,24,Active
937,7231,1248,756834.84,9.05,12,Closed
938,186,12315,410971.59,12.4,36,Closed
939,1461,13070,374193.25,14.92,48,Active
940,8680,3473,533830.42,9.81,24,Default
941,5328,12079,660918.67,7.61,48,Closed
942,4652,12826,334945.12,8.27,24,Default
943,9726,5765,397237.45,5.98,36,Default
944,9384,6575,496205.94,6.68,24,Closed
945,6148,14040,142282.88,8.55,36,Closed
946,5902,2523,250565.77,3.63,24,Active
947,1519,2997,861845.41,9.29,24,Default
948,5351,9684,728181.26,9.79,48,Closed
949,2458,680,526954.88,13.34,24,Closed
950,4020,8472,900890.39,12.15,36,Active
951,7164,191,177530.92,4.0,36,Default
952,3269,8084,136560.6,11.39,24,Closed
953,1832,12454,982644.49,9.72,36,Active
954,4243,2269,970181.35,12.65,12,Default
955,2900,1708,730016.76,5.66,48,Closed
956,5071,12521,432576.68,6.28,12,Closed
957,446,8582,225854.47,5.01,24,Default
958,3679,9362,719860.11,13.88,24,Default
959,9535,7656,617644.08,8.04,12,Active
960,370,13061,979341.86,5.31,24,Default
961,9492,5360,743005.83,9.27,36,Default
962,1703,5532,760843.49,11.42,12,Closed
963,4416,1191,585105.17,4.03,24,Closed
964,532,13901,597277.31,5.03,48,Default
965,9305,5637,840957.71,7.84,36,Closed
966,1854,496,284649.7,3.42,24,Closed
967,8976,5889,736782.76,10.44,24,Closed
968,1605,9920,806419.13,14.96,36,Closed
969,1073,12781,552828.77,6.68,48,Default
970,6459,12778,474204.46,13.82,24,Closed
971,5016,3429,83363.42,3.62,24,Closed
972,9699,4399,609663.37,11.01,12,Active
973,629,14703,366393.09,4.09,24,Active
974,3731,13378,497077.09,9.25,12,Active
975,9368,9785,416686.9,6.46,36,Default
976,6068,3998,493848.75,9.72,24,Default
977,8756,10824,712109.5,3.13,24,Active
978,5580,3197,651681.93,12.98,48,Active
979,3189,12493,72105.82,14.83,48,Active
980,569,682,518321.01,12.33,12,Closed
981,486,6896,987882.08,4.97,48,Closed
982,481,3216,837753.73,9.09,48,Default
983,5498,634,520220.73,9.63,24,Closed
984,9646,14033,541934.01,11.99,24,Default
985,6552,1970,335002.2,7.99,48,Closed
986,9420,8233,424571.08,6.26,12,Default
987,8349,5531,325882.03,11.04,36,Default
988,5059,12838,456438.77,12.06,24,Active
989,5313,11271,55370.35,5.08,36,Default
990,9764,3621,652228.12,8.54,12,Closed
991,6582,9151,964200.71,13.18,48,Default
992,5303,711,636641.64,3.2,12,Active
993,9135,6248,97648.1,8.41,48,Default
994,8383,10859,783272.84,7.31,12,Active
995,8160,11017,668469.32,5.7,24,Closed
996,7711,13505,263456.12,14.08,36,Default
997,8392,6886,97083.91,7.04,48,Active
998,1075,3183,745360.89,9.67,24,Default
999,3597,4810,129337.65,4.15,24,Closed
1000,9015,8370,235713.17,12.38,48,Default
1001,2104,6459,770089.68,5.13,36,Default
1002,359,13621,508764.8,14.15,24,Active
1003,1802,12053,580975.84,7.74,24,Closed
1004,8204,9634,135067.92,5.93,12,Active
1005,5726,12775,338110.21,13.54,12,Active
1006,6996,6400,200098.98,12.39,12,Default
1007,1118,2258,424623.97,13.1,12,Active
1008,8011,12309,341248.74,3.52,12,Active
1009,541,13229,451211.03,10.65,48,Closed
1010,6762,4040,151481.8,5.67,36,Active
1011,457,14392,533789.48,7.75,12,Default
1012,8852,10036,945134.23,12.84,36,Default
1013,3072,5228,213262.44,8.83,48,Default
1014,2020,10084,76042.69,5.52,12,Default
1015,9859,10611,681793.5,13.52,12,Active
1016,4098,9622,144188.71,6.99,48,Active
1017,3148,13874,355285.2,6.23,48,Active
1018,7161,7244,807309.89,12.76,12,Active
1019,313,12741,883257.81,6.53,48,Closed
1020,4581,8439,163693.57,12.53,24,Default
1021,3557,2781,262183.24,13.67,48,Active
1022,8286,11395,664877.57,6.65,24,Closed
1023,9789,8531,837668.38,3.95,36,Active
1024,5368,7991,619031.99,11.01,24,Default
1025,9675,10321,326381.06,5.3,24,Active
1026,4095,422,293644.59,5.13,36,Default
1027,9496,1483,703637.61,4.35,24,Active
1028,6763,14840,14835.75,6.09,48,Active
1029,7262,12967,262910.65,6.2,48,Active
1030,2785,1517,484186.07,4.47,24,Active
1031,1656,1599,624832.3,3.53,24,Closed
1032,7239,5806,116188.07,12.21,48,Closed
1033,456,2222,981803.93,14.92,12,Closed
1034,2275,5713,350492.0,14.53,12,Active
1035,3109,14845,120042.5,11.47,24,Closed
1036,2470,12994,295023.48,9.14,36,Default
1037,4411,2317,772923.87,5.35,24,Closed
1038,1397,10406,734622.55,3.36,48,Active
1039,2485,14637,649644.46,14.09,24,Default
1040,6266,8427,380409.26,6.69,36,Closed
1041,3456,8235,212726.03,4.97,48,Closed
1042,5719,5939,696412.07,4.46,12,Closed
1043,9514,1770,166267.76,3.85,48,Active
1044,2015,14580,806685.57,7.58,36,Active
1045,2563,14314,227168.62,8.69,36,Default
1046,9136,10626,27137.36,14.31,36,Closed
1047,7102,13300,30216.62,9.3,48,Active
1048,5115,8743,155962.39,5.8,48,Default
1049,1594,3720,427870.89,12.56,36,Closed
1050,3062,1828,793387.01,13.07,24,Default
1051,1739,2728,89274.27,7.82,48,Default
1052,9369,426,900897.48,7.57,24,Default
1053,2251,9945,922329.44,9.98,36,Closed
1054,2290,13327,800050.38,7.21,36,Closed
1055,1263,13924,881390.86,11.81,36,Default
1056,6198,332,418781.67,12.93,24,Default
1057,9846,8376,306449.65,9.73,24,Default
1058,2486,8817,560281.35,5.33,24,Active
1059,6771,2767,71170.14,10.55,12,Default
1060,9282,9980,443812.96,4.9,24,Active
1061,9155,8710,832351.55,5.76,12,Default
1062,2463,9347,292427.13,12.77,12,Active
1063,6994,12043,822322.11,3.13,48,Active
1064,7964,13628,520617.42,9.18,24,Closed
1065,4871,387,611744.23,6.45,24,Active
1066,2895,2972,152337.68,8.87,48,Default
1067,6807,5061,973511.18,9.83,48,Active
1068,2123,3682,266518.06,6.77,48,Active
1069,8263,11031,687915.9,10.31,24,Closed
1070,391,3935,15137.62,12.09,12,Active
1071,6107,4765,760846.7,9.09,24,Default
1072,1722,6075,480715.4,3.82,48,Default
1073,5103,6094,389953.53,13.55,12,Default
1074,2125,2309,623067.67,12.02,24,Closed
1075,9943,7504,31671.75,10.29,36,Active
1076,9230,1701,467934.29,11.83,48,Default
1077,8207,7961,985133.69,9.41,12,Active
1078,2370,3116,397033.64,8.06,24,Closed
1079,4588,5559,988523.02,14.57,48,Closed
1080,6775,7055,756050.6,13.92,48,Closed
1081,3197,9373,164048.43,13.72,24,Closed
1082,5084,10431,476522.02,7.45,12,Active
1083,9531,12975,367551.54,8.33,48,Closed
1084,5514,2280,582069.95,3.27,24,Active
1085,2410,12846,799148.63,14.04,36,Default
1086,2001,13852,748813.3,8.5,12,Default
1087,6692,6427,389407.38,11.84,48,Active
1088,1559,3296,733111.51,5.17,24,Default
1089,5292,14619,755611.72,13.48,12,Default
1090,3804,13632,115276.19,6.3,36,Active
1091,5009,9713,443456.91,3.36,12,Active
1092,5152,6539,989155.92,8.29,12,Active
1093,5734,2055,647401.3,12.89,24,Closed
1094,6611,2038,253938.62,14.59,12,Active
1095,7235,1316,282379.09,6.0,48,Active
1096,7972,1235,804791.81,9.99,48,Closed
1097,7781,10030,54826.5,6.6,24,Closed
1098,9526,509,301383.49,7.34,48,Closed
1099,9030,9175,130815.42,14.62,36,Active
1100,774,10580,379300.55,3.16,24,Closed
1101,9544,4558,469808.32,7.52,48,Closed
1102,9160,1725,492066.11,14.55,12,Active
1103,6975,3555,281402.99,4.83,48,Active
1104,1060,9054,191605.17,7.03,36,Default
1105,5373,2961,67398.01,14.57,12,Closed
1106,9889,10725,880312.49,9.8,24,Default
1107,389,4482,928690.81,12.73,24,Closed
1108,7435,13358,234032.8,4.6,36,Closed
1109,6079,749,744973.55,6.15,24,Closed
1110,5292,6536,54735.89,6.52,24,Default
1111,5556,879,591722.21,3.15,12,Default
1112,489,4547,751717.7,4.14,36,Closed
1113,627,102,492403.39,10.33,24,Closed
1114,4855,4725,543653.78,8.47,36,Active
1115,7576,9675,55648.62,10.38,24,Default
1116,7243,8704,757502.84,9.69,48,Closed
1117,3638,2682,376276.09,6.61,24,Closed
1118,9924,12232,73599.89,9.66,36,Active
1119,3412,10046,47298.53,8.1,48,Default
1120,2764,5615,87142.92,5.42,36,Default
1121,3769,4814,559847.63,7.01,48,Closed
1122,6847,62,189130.35,10.49,24,Closed
1123,94,12631,472035.09,10.66,24,Active
1124,4282,8286,248160.98,13.77,12,Closed
1125,2795,10348,295655.98,8.39,48,Active
1126,1677,5221,460477.3,5.13,24,Closed
1127,2152,10264,111081.04,10.73,36,Default
1128,5549,8647,843657.04,5.15,12,Closed
1129,2962,479,652396.85,14.19,24,Closed
1130,2649,6844,181761.44,7.45,24,Active
1131,4099,12137,26117.62,7.42,12,Closed
1132,5163,14103,333541.81,10.78,24,Closed
1133,8457,3849,621466.27,12.77,48,Default
1134,3527,13949,76072.17,3.22,48,Active
1135,5700,4171,736583.93,8.24,12,Default
1136,9928,7650,630124.42,5.08,24,Active
1137,7636,12539,685291.51,7.12,12,Default
1138,8664,14782,194847.48,5.27,36,Closed
1139,5886,3736,906689.29,5.19,48,Closed
1140,2977,3979,297494.32,13.87,24,Closed
1141,5608,13977,729013.4,8.28,48,Active
1142,7275,13812,222097.02,9.38,24,Active
1143,9854,13385,881065.08,14.51,12,Default
1144,7532,13890,929928.04,5.71,12,Active
1145,2417,8086,322627.76,11.66,48,Closed
1146,9052,13438,45979.17,11.01,36,Default
1147,9341,5743,209459.75,9.37,12,Closed
1148,2753,14944,906936.65,9.76,36,Default
1149,3529,10667,207864.75,6.24,36,Default
1150,979,14785,243150.44,4.63,36,Active
1151,9962,12484,604570.94,14.65,36,Active
1152,4044,1821,567652.92,13.37,36,Closed
1153,7397,12490,452098.3,7.71,48,Default
1154,7550,6090,781331.0,10.74,24,Closed
1155,5961,8604,790994.8,4.52,48,Default
1156,5287,12142,42571.26,11.22,48,Default
1157,9144,10044,984712.74,7.76,36,Closed
1158,902,10537,60445.12,10.88,24,Closed
1159,3010,10288,685194.2,11.38,24,Default
1160,7052,8760,826867.41,11.92,36,Closed
1161,3049,13882,880186.83,10.75,24,Active
1162,9276,1312,966010.6,8.42,48,Default
1163,6710,11119,148170.67,7.25,24,Active
1164,6203,14621,372745.87,4.93,12,Active
1165,7830,5147,887837.39,6.0,36,Closed
1166,1523,4748,537907.16,9.11,12,Closed
1167,3503,8130,42773.27,7.42,48,Closed
1168,3322,11700,585474.02,6.48,12,Default
1169,9800,13984,211373.61,8.23,12,Closed
1170,7009,3820,953089.06,13.43,24,Default
1171,308,4828,92329.28,9.01,36,Closed
1172,2302,1564,226201.24,4.38,12,Active
1173,313,11195,292247.71,11.99,24,Default
1174,8803,14560,674828.44,9.27,24,Closed
1175,9332,4082,385716.65,9.66,12,Closed
1176,3553,14681,291739.46,5.95,24,Closed
1177,7843,4230,130212.44,6.88,36,Active
1178,6689,11202,704250.85,7.13,12,Active
1179,5223,8820,628840.08,5.66,36,Active
1180,8629,6079,385216.86,6.77,12,Default
1181,6241,13865,575454.45,6.79,24,Default
1182,8047,11037,190761.53,9.93,12,Active
1183,7864,3340,156349.29,14.39,36,Active
1184,9447,12701,375690.32,7.32,48,Active
1185,7459,3259,67408.32,14.84,48,Active
1186,6308,7312,562104.56,14.52,12,Closed
1187,1759,3900,820002.32,11.42,12,Default
1188,480,7661,662709.26,10.7,12,Default
1189,4010,7670,145660.88,11.17,48,Active
1190,128,11796,782275.75,9.49,36,Default
1191,9818,12598,853381.98,3.76,48,Active
1192,195,1642,42180.37,13.66,36,Default
1193,9894,10038,700908.98,14.47,24,Active
1194,6764,8819,708652.48,6.31,36,Closed
1195,7756,9727,808649.55,10.12,36,Default
1196,8209,12129,825878.95,6.96,12,Active
1197,7556,9620,799058.44,9.96,48,Active
1198,3204,5198,294620.35,11.2,48,Default
1199,4108,5829,347760.79,6.14,48,Default
1200,4775,7143,13492.43,11.08,12,Default
1201,6792,648,179443.06,3.37,36,Closed
1202,6792,10756,456321.84,4.53,36,Closed
1203,8444,7379,518300.84,3.29,36,Active
1204,4238,9534,29865.81,10.82,48,Default
1205,7876,10625,474670.26,10.56,36,Active
1206,5417,14014,536519.04,6.69,24,Active
1207,6748,14446,587678.59,11.38,12,Default
1208,969,3013,320094.63,12.5,48,Active
1209,3656,326,749456.85,13.17,24,Closed
1210,935,13741,980551.29,8.84,48,Closed
1211,5739,2498,464834.4,14.68,12,Default
1212,4417,11005,507418.25,7.26,12,Active
1213,9475,7330,183762.91,9.53,12,Closed
1214,6330,9950,462035.75,7.02,12,Default
1215,3589,10266,334034.06,10.72,48,Active
1216,6959,12158,127612.21,12.93,12,Closed
1217,4744,10473,140228.43,9.8,12,Active
1218,2229,13012,503332.25,11.18,12,Active
1219,8603,1598,243853.68,8.85,36,Closed
1220,621,4253,386488.55,6.19,12,Default
1221,5918,3269,662268.87,9.11,24,Active
1222,8669,12850,251050.54,4.88,12,Closed
1223,9345,803,856230.9,7.27,36,Closed
1224,1647,11412,513785.54,10.99,48,Closed
1225,5701,7771,572585.66,8.44,24,Active
1226,3639,13497,427118.74,4.04,36,Active
1227,1697,13404,164604.8,8.83,36,Active
1228,3685,11594,944692.11,11.81,36,Active
1229,3980,4312,720623.61,5.48,36,Closed
1230,3274,13694,546767.28,9.06,24,Active
1231,5694,804,591572.43,8.64,36,Default
1232,2958,9911,976947.5,9.36,36,Closed
1233,3851,9769,434450.04,4.78,36,Default
1234,8794,10304,924359.52,14.04,24,Closed
1235,8384,5250,108301.38,13.29,24,Closed
1236,8319,5171,428752.96,11.85,12,Closed
1237,4750,11894,178380.14,8.36,24,Default
1238,5949,12990,112630.81,9.4,24,Default
1239,908,10326,862643.99,11.15,36,Active
1240,8484,10834,864406.33,4.92,48,Closed
1241,7956,565,193997.74,13.24,12,Default
1242,1615,1046,441827.58,11.68,48,Active
1243,5107,6980,703083.09,8.98,36,Default
1244,3907,11204,797059.71,11.52,36,Active
1245,1763,2952,272489.97,7.22,48,Default
1246,2307,4605,827806.85,12.14,12,Closed
1247,5026,3114,404232.29,3.18,36,Default
